name,neighbourhood_group,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths,nb_count,host_id_count,price-transform
Home in,Bronx,Private room,30,165,33,1.09,1,358,7,No License,4.47,1.0,1,1.0,7,1,2.572227276182801
Rental ,Manhattan,Private room,1,13,17,4.29,7,0,13,Exempt,4.79,1.0,2,3.0,366,7,2.7801576351167334
Rental ,Brooklyn,Private room,90,1,769,0.04,32,179,0,No License,4.39,1.0,1,2.0,135,18,2.581666204139048
Rental ,Manhattan,Entire home/apt,30,82,65,0.84,3,287,4,No License,4.77,2.0,3,2.0,1063,3,3.0697937709201537
Rental ,Manhattan,Entire home/apt,30,25,4409,0.15,1,0,0,No License,4.85,0.0,2,1.0,413,1,2.887312033330232
Rental ,Manhattan,Entire home/apt,30,1,125,0.24,1,65,1,No License,4.39,1.0,1,1.0,786,1,2.8836824505315013
Rental ,Manhattan,Private room,30,3,1540,0.06,2,180,0,No License,3.0,1.0,1,1.0,1063,1,2.887312033330232
Rental ,Manhattan,Entire home/apt,30,2,635,0.07,1,358,0,No License,4.39,1.0,1,1.0,629,1,3.027205857775385
Rental ,Manhattan,Private room,30,101,34,4.02,2,280,44,No License,4.84,1.0,1,1.0,786,2,2.6567249660442998
Condo i,Manhattan,Entire home/apt,30,84,912,0.98,1,364,0,No License,4.86,2.0,2,1.0,629,1,3.311202225684783
Rental ,Manhattan,Entire home/apt,30,5,189,0.21,44,354,3,No License,4.8,0.0,2,1.0,375,41,2.8836824505315013
Rental ,Manhattan,Entire home/apt,30,3,729,0.1,44,365,0,No License,5.0,3.0,3,1.0,786,37,3.027205857775385
Rental ,Manhattan,Entire home/apt,30,7,77,1.5,1,90,7,No License,4.57,2.0,2,1.5,942,1,3.099838436355272
Rental ,Manhattan,Entire home/apt,30,3,529,0.11,4,363,0,No License,3.67,1.0,1,1.0,786,4,2.9517727088869
Rental ,Manhattan,Entire home/apt,30,4,138,0.61,1,90,4,No License,4.75,1.0,1,1.0,204,1,3.0861319469347137
Home in,Brooklyn,Private room,30,5,30,0.17,5,188,2,No License,4.8,4.0,4,2.0,664,5,2.730308303384394
Rental ,Manhattan,Private room,30,11,114,0.62,4,360,5,No License,4.82,1.0,1,2.0,158,3,2.827617620540271
Loft in,Manhattan,Entire home/apt,1,2,4,2.0,10,270,2,Exempt,4.39,1.0,2,1.0,1063,8,3.194589879027615
Rental ,Manhattan,Entire home/apt,7,3,4,2.73,3,257,3,Exempt,5.0,2.0,1,2.0,942,3,3.4559457339069413
Place t,Manhattan,Entire home/apt,30,2,146,0.12,1,74,1,No License,4.39,3.0,3,1.5,629,1,3.186481982394027
Rental ,Manhattan,Entire home/apt,30,6,467,0.2,1,365,0,No License,4.17,1.0,1,1.0,942,1,2.8908975527357526
Rental ,Manhattan,Entire home/apt,30,6,1750,0.07,1,364,0,No License,4.33,1.0,4,1.0,786,1,3.195726115723902
Rental ,Brooklyn,Private room,30,1,39,0.73,1,53,1,No License,4.39,1.0,1,1.0,969,1,2.7697349513965386
Rental ,Brooklyn,Entire home/apt,30,17,159,1.66,1,89,17,No License,5.0,1.0,1,1.0,969,1,2.965852458546067
Hotel i,Manhattan,Private room,1,2,552,0.11,26,234,0,Exempt,4.39,1.0,1,1.0,366,25,3.040083514596308
Rental ,Manhattan,Entire home/apt,3,3,19,3.0,1,365,3,Exempt,4.33,2.0,2,1.0,786,1,3.1191154596054207
Rental ,Manhattan,Entire home/apt,65,51,146,0.41,16,364,1,No License,4.63,0.0,2,1.0,366,16,2.844726755639499
Rental ,Brooklyn,Entire home/apt,3,1,65,0.45,4,86,1,Exempt,4.39,5.0,5,2.0,246,3,3.3752168432669807
Rental ,Manhattan,Entire home/apt,1,34,17,2.76,1,0,33,Exempt,4.94,0.0,1,1.0,942,1,3.0981644592306035
Home in,Staten Island,Entire home/apt,30,7,47,0.59,1,176,7,No License,4.86,3.0,3,1.0,6,1,3.099838436355272
Rental ,Queens,Private room,30,27,118,1.04,2,365,9,No License,4.96,1.0,1,1.0,361,2,2.860921523114508
Rental ,Manhattan,Entire home/apt,30,8,49,0.16,7,259,3,No License,4.0,0.0,2,1.0,942,7,2.9517727088869
Rental ,Manhattan,Entire home/apt,30,6,127,0.18,139,364,2,No License,4.5,0.0,1,1.0,328,129,2.887312033330232
Rental ,Manhattan,Entire home/apt,30,2,64,0.61,32,301,2,No License,4.39,1.0,1,1.0,328,24,3.009021869781164
Rental ,Brooklyn,Private room,30,6,76,0.31,12,97,3,No License,4.83,1.0,1,1.5,95,12,2.50963610418169
Rental ,Queens,Private room,30,3,285,0.21,2,364,1,No License,4.33,1.0,1,1.0,131,2,2.747802745310898
Rental ,Manhattan,Entire home/apt,30,14,66,0.44,30,116,6,No License,4.93,0.0,1,1.0,138,29,2.8141270626093706
Boutiqu,Manhattan,Hotel room,1,48,761,0.91,10,323,0,Exempt,4.42,1.0,1,1.0,136,10,3.10150157310909
Rental ,Manhattan,Entire home/apt,30,3,128,0.56,1,287,3,No License,5.0,2.0,2,1.0,138,1,3.1191154596054207
Condo i,Manhattan,Private room,30,14,40,0.68,2,78,13,No License,5.0,1.0,1,1.0,158,2,2.8362922958534744
Rental ,Brooklyn,Private room,30,3,68,0.44,1,127,3,No License,5.0,1.0,1,1.0,1,1,2.747802745310898
Rental ,Manhattan,Entire home/apt,1,183,16,5.06,7,114,49,Exempt,4.65,0.0,2,1.0,942,7,2.939982748996748
Rental ,Manhattan,Entire home/apt,30,18,223,0.19,54,343,1,No License,4.39,0.0,2,1.0,18,30,2.9488706992255116
Rental ,Queens,Private room,365,28,1010,0.32,2,269,0,No License,4.79,2.0,1,1.0,163,1,2.419777217756961
Rental ,Manhattan,Entire home/apt,30,2,324,0.11,2,217,1,No License,4.39,3.0,3,1.0,158,2,3.0679137375811734
Rental ,Manhattan,Entire home/apt,30,4,1112,0.05,139,365,0,No License,4.25,0.0,1,1.0,67,129,2.9517727088869
Hotel i,Manhattan,Private room,1,5,324,0.44,18,31,5,Exempt,4.8,0.0,1,1.0,867,18,3.0182660034465427
Home in,Brooklyn,Entire home/apt,30,19,15,1.69,1,190,19,No License,4.79,4.0,6,2.5,664,1,3.1911485026854227
Rental ,Manhattan,Private room,90,1,1764,0.02,1,0,0,No License,4.39,1.0,1,1.0,19,1,2.6567249660442998
Service,Manhattan,Hotel room,30,1,1465,0.02,10,363,0,Exempt,4.39,1.0,2,1.0,942,5,3.5380401853203587
Rental ,Brooklyn,Private room,30,2,1300,0.05,3,0,0,No License,4.39,1.0,2,1.0,41,1,2.880007809468463
Condo i,Queens,Private room,30,2,827,0.04,1,0,0,No License,4.39,1.0,1,1.0,184,1,2.572227276182801
Rental ,Brooklyn,Private room,30,2,3073,0.01,1,365,0,No License,4.39,1.0,1,1.0,178,1,3.1191154596054207
Rental ,Manhattan,Entire home/apt,30,1,802,0.04,83,365,0,No License,4.39,1.0,1,1.0,207,69,3.0483371225710463
Townhou,Queens,Private room,30,6,8,0.42,93,320,5,No License,5.0,1.0,1,1.5,136,81,2.447734313727862
Rental ,Manhattan,Entire home/apt,30,3,356,0.08,83,365,1,No License,4.33,0.0,1,1.0,207,69,2.887312033330232
Rental ,Manhattan,Private room,30,13,60,0.48,1,277,7,No License,4.92,1.0,1,1.0,413,1,3.0042797123413307
Rental ,Manhattan,Entire home/apt,30,53,137,0.89,12,365,7,No License,4.45,2.0,2,1.0,328,10,3.4881937538333374
Rental ,Manhattan,Entire home/apt,30,1,888,0.03,83,365,0,No License,4.39,1.0,2,1.0,207,69,3.0483371225710463
Townhou,Manhattan,Entire home/apt,30,60,123,1.67,1,365,19,No License,4.78,3.0,5,2.5,138,1,3.5166606836691514
Home in,Brooklyn,Private room,30,32,1626,0.4,3,313,0,No License,4.69,1.0,1,1.0,14,2,2.473751489171697
Rental ,Manhattan,Entire home/apt,90,5,2511,0.05,1,363,0,No License,5.0,3.0,5,2.0,138,1,3.488478519236686
Rental ,Manhattan,Entire home/apt,3,3,7,3.0,1,322,3,Exempt,5.0,1.0,2,1.0,191,1,3.042170956243984
Rental ,Manhattan,Entire home/apt,30,18,96,0.33,133,342,4,No License,4.89,0.0,1,1.0,191,113,3.009021869781164
Rental ,Manhattan,Entire home/apt,31,2,44,0.48,1,177,2,No License,4.39,1.0,1,1.0,73,1,3.1853010902004706
Condo i,Manhattan,Entire home/apt,30,22,123,0.42,1,26,10,No License,4.95,2.0,2,2.0,1063,1,3.3244757851851627
Condo i,Manhattan,Entire home/apt,30,3,151,0.35,1,179,3,No License,4.67,2.0,2,2.0,204,1,3.5040272330105044
Rental ,Manhattan,Entire home/apt,30,2,1825,0.03,1,106,0,No License,4.39,1.0,2,1.0,413,1,3.186481982394027
Place t,Manhattan,Entire home/apt,30,4,818,0.05,83,365,0,No License,4.0,1.0,1,1.0,207,69,3.0042797123413307
Rental ,Manhattan,Entire home/apt,30,1,930,0.03,83,365,0,No License,4.39,0.0,1,1.0,207,69,2.9517727088869
Rental ,Manhattan,Entire home/apt,30,11,1096,0.14,133,360,0,No License,4.36,1.0,1,1.0,191,113,3.009021869781164
Rental ,Manhattan,Entire home/apt,30,5,1614,0.06,3,64,0,No License,4.8,0.0,1,1.0,867,3,2.8687030856226254
Rental ,Manhattan,Entire home/apt,4,138,22,2.38,4,4,27,Exempt,4.41,0.0,2,1.0,942,4,3.17440535085472
Rental ,Manhattan,Shared room,30,69,425,0.66,3,364,0,No License,4.54,1.0,1,1.0,413,3,2.7801576351167334
Boutiqu,Manhattan,Hotel room,30,5,575,0.08,12,0,0,No License,4.8,1.0,1,1.0,211,12,3.151035997057035
Condo i,Manhattan,Entire home/apt,30,11,27,0.25,133,360,4,No License,5.0,0.0,1,1.0,207,113,2.963092161419059
Rental ,Brooklyn,Entire home/apt,30,18,1519,0.3,1,0,0,No License,4.5,3.0,3,1.0,1586,1,2.965852458546067
Rental ,Manhattan,Entire home/apt,3,5,2,5.0,1,130,5,Exempt,5.0,2.0,2,1.0,158,1,3.1441310717505777
Rental ,Brooklyn,Private room,30,1,278,0.11,1,13,1,No License,4.39,1.0,2,1.0,166,1,2.8569536918168357
Rental ,Brooklyn,Entire home/apt,6,15,4,2.66,1,21,15,Exempt,4.73,2.0,2,2.0,664,1,3.1191154596054207
Hotel i,Manhattan,Hotel room,1,5,56,0.1,7,351,4,Exempt,5.0,1.0,1,1.0,140,7,3.2956056581003703
Rental ,Manhattan,Entire home/apt,30,14,124,0.18,139,365,3,No License,4.36,0.0,1,1.0,867,129,2.887312033330232
Rental ,Manhattan,Entire home/apt,30,12,21,0.13,139,365,3,No License,5.0,0.0,1,1.0,867,129,3.027205857775385
Hotel i,Manhattan,Private room,1,21,45,1.25,8,1,12,Exempt,4.76,0.0,1,1.0,158,6,3.056342473792042
Rental ,Queens,Private room,30,1,1738,0.02,1,0,0,No License,4.39,1.0,1,1.0,163,1,2.50963610418169
Rental ,Manhattan,Entire home/apt,30,1,138,0.22,1,310,1,No License,4.39,4.0,3,2.5,629,1,3.576756256405351
Hotel i,Manhattan,Private room,2,2,19,2.0,36,53,2,Exempt,4.39,1.0,1,1.0,942,32,2.936957517084059
Hotel i,Manhattan,Private room,1,4,229,0.34,8,95,4,Exempt,4.5,2.0,3,2.0,867,8,3.222499421468039
Rental ,Manhattan,Entire home/apt,30,4,29,0.5,5,278,4,No License,4.5,1.0,2,1.0,867,3,2.9517727088869
Boutiqu,Manhattan,Private room,1,32,20,0.84,9,362,17,Exempt,4.63,1.0,1,1.0,942,6,3.0861319469347137
Rental ,Manhattan,Entire home/apt,30,4,1914,0.06,1,0,0,No License,5.0,0.0,2,1.5,84,1,3.186481982394027
Rental ,Brooklyn,Entire home/apt,30,4,227,0.47,38,188,4,No License,4.75,1.0,1,1.0,166,10,3.2284967606068036
Home in,Brooklyn,Entire home/apt,30,8,890,0.09,1,0,0,No License,4.63,1.0,2,1.0,1586,1,2.887312033330232
Rental ,Brooklyn,Entire home/apt,30,11,222,0.87,1,25,7,No License,4.91,1.0,2,1.0,246,1,3.0042797123413307
Rental ,Brooklyn,Entire home/apt,30,1,1215,0.02,1,0,0,No License,4.39,1.0,1,1.5,74,1,2.9920531496671643
Rental ,Manhattan,Private room,30,20,250,0.34,22,13,2,No License,4.7,1.0,1,1.0,1063,12,3.0843664004975637
Rental ,Manhattan,Entire home/apt,30,5,1950,0.06,2,0,0,No License,5.0,2.0,3,1.0,1063,2,3.1469161346566445
Rental ,Brooklyn,Entire home/apt,30,1,348,0.09,1,0,1,No License,4.39,1.0,1,1.0,54,1,2.742076216647689
Boutiqu,Queens,Private room,1,8,24,0.37,8,243,6,Exempt,4.88,1.0,1,1.0,253,7,3.040083514596308
Boutiqu,Manhattan,Private room,30,5,156,0.14,9,324,1,No License,3.6,1.0,2,1.0,942,7,3.257231599339429
Condo i,Manhattan,Entire home/apt,30,18,123,1.02,1,6,10,No License,4.94,2.0,4,2.0,71,1,3.3986446751479704
Rental ,Brooklyn,Private room,30,1,2558,0.01,1,0,0,No License,4.39,1.0,1,1.0,173,1,2.572227276182801
Rental ,Queens,Private room,30,3,1567,0.06,1,0,0,No License,5.0,1.0,1,1.0,29,1,2.724259801377724
Rental ,Brooklyn,Private room,30,3,826,0.05,1,0,0,No License,5.0,1.0,1,1.0,210,1,2.887312033330232
Rental ,Brooklyn,Entire home/apt,30,17,471,0.26,1,8,0,No License,4.94,2.0,2,1.0,1586,1,2.9517727088869
Townhou,Queens,Private room,30,10,1649,0.16,2,0,0,No License,4.7,1.0,1,1.0,70,2,2.9517727088869
Rental ,Brooklyn,Private room,30,15,115,0.43,2,0,4,No License,4.73,1.0,1,1.0,270,2,2.827617620540271
Rental ,Manhattan,Entire home/apt,30,3,123,0.52,1,235,3,No License,5.0,1.0,1,1.0,136,1,3.161697908114744
Rental ,Manhattan,Entire home/apt,30,9,48,0.28,30,127,4,No License,4.56,0.0,1,1.0,138,29,2.804793885493015
Rental ,Staten Island,Entire home/apt,30,33,28,1.84,1,64,20,No License,4.94,1.0,2,1.0,20,1,2.887312033330232
Rental ,Manhattan,Entire home/apt,30,2,1103,0.05,1,0,0,No License,4.39,1.0,1,1.0,204,1,3.1064272004828406
Rental ,Manhattan,Entire home/apt,30,5,802,0.16,2,0,0,No License,4.6,1.0,1,1.0,786,1,2.8231862587850465
Townhou,Queens,Entire home/apt,30,18,88,1.4,1,90,16,No License,4.72,3.0,5,1.0,253,1,3.281972562589499
Rental ,Manhattan,Private room,30,1,1488,0.02,1,0,0,No License,4.39,2.0,1,1.0,629,1,2.965852458546067
Rental ,Manhattan,Entire home/apt,30,4,1560,0.08,1,0,0,No License,5.0,1.0,1,1.0,629,1,2.9792605776210648
Rental ,Brooklyn,Private room,30,255,53,3.09,3,90,49,No License,4.58,1.0,1,1.0,969,3,2.6567249660442998
Rental ,Brooklyn,Private room,30,1,1468,0.02,2,0,0,No License,4.39,1.0,1,1.0,969,2,2.6170600014230736
Rental ,Brooklyn,Entire home/apt,30,24,123,0.46,1,88,3,No License,4.96,2.0,2,1.5,969,1,3.44010851227591
Rental ,Brooklyn,Entire home/apt,30,3,1465,0.06,1,0,0,No License,5.0,1.0,1,1.0,969,1,2.989541415301199
Rental ,Brooklyn,Private room,30,1,1629,0.02,1,0,0,No License,4.39,1.0,1,1.0,751,1,2.827617620540271
Rental ,Manhattan,Private room,30,1,1616,0.02,1,0,0,No License,4.39,1.0,1,1.0,158,1,3.042170956243984
Rental ,Brooklyn,Private room,30,1,4208,0.01,1,0,0,No License,4.39,1.0,1,0.0,969,1,3.103153996494272
Rental ,Brooklyn,Private room,30,85,34,2.67,1,150,30,No License,4.67,1.0,1,1.0,751,1,2.6567249660442998
Rental ,Brooklyn,Private room,30,11,593,0.52,1,0,0,No License,4.82,1.0,1,1.0,751,1,2.7801576351167334
Townhou,Brooklyn,Entire home/apt,30,77,123,0.62,2,17,8,No License,5.0,2.0,4,1.5,83,2,3.3006891084562935
Rental ,Brooklyn,Entire home/apt,30,4,54,1.67,3,89,4,No License,4.5,2.0,2,1.0,969,3,3.348795444241074
Rental ,Queens,Private room,30,43,136,1.6,3,309,12,No License,5.0,1.0,1,1.0,49,3,2.724259801377724
Rental ,Brooklyn,Entire home/apt,30,4,691,0.15,1,0,0,No License,5.0,1.0,1,1.0,751,1,3.0483371225710463
Rental ,Queens,Entire home/apt,30,6,166,0.83,1,360,6,No License,4.83,2.0,2,1.0,184,1,2.9308095126677594
Rental ,Brooklyn,Entire home/apt,30,2,147,0.15,11,359,1,No License,4.39,1.0,2,1.0,270,9,3.078996622046831
Rental ,Queens,Entire home/apt,30,27,123,0.99,6,89,3,No License,4.7,1.0,3,1.0,53,6,2.7534287921185427
Loft in,Brooklyn,Entire home/apt,30,41,1706,0.36,1,365,0,No License,4.66,3.0,3,2.0,969,1,3.44010851227591
Loft in,Manhattan,Entire home/apt,1,115,14,3.89,4,0,43,Exempt,4.59,0.0,3,1.0,942,4,3.1793084739604383
Rental ,Manhattan,Private room,30,1,147,0.2,12,239,1,No License,4.39,1.0,1,1.0,302,2,2.7362458937207497
Condo i,Bronx,Private room,30,1,451,0.07,1,0,0,No License,4.39,1.0,1,1.0,56,1,2.8979402244410446
Rental ,Staten Island,Entire home/apt,30,19,301,0.63,7,89,2,No License,4.68,1.0,1,1.0,7,7,2.9013992139001
Rental ,Brooklyn,Entire home/apt,30,1,762,0.04,1,0,0,No License,4.39,2.0,2,2.0,969,1,3.348795444241074
Rental ,Brooklyn,Entire home/apt,30,4,242,0.16,6,365,1,No License,4.25,4.0,4,1.0,57,6,2.9792605776210648
Home in,Brooklyn,Entire home/apt,1,74,25,2.36,2,168,25,Exempt,4.42,3.0,5,2.0,664,2,3.194589879027615
Home in,Queens,Private room,30,21,160,0.4,9,52,2,No License,4.9,1.0,1,2.0,324,8,2.827617620540271
Rental ,Manhattan,Entire home/apt,30,3,368,0.12,1,0,0,No License,5.0,1.0,1,1.0,366,1,3.027205857775385
Rental ,Brooklyn,Entire home/apt,30,2,223,0.17,1,31,2,No License,4.39,1.0,1,1.0,160,1,3.037979664972803
Rental ,Queens,Entire home/apt,30,1,508,0.06,6,365,0,No License,4.39,0.0,2,1.0,39,6,2.887312033330232
Condo i,Queens,Private room,30,34,122,1.56,2,309,8,No License,4.35,1.0,1,1.0,50,2,2.7801576351167334
Condo i,Brooklyn,Entire home/apt,30,24,72,1.23,18,213,23,No License,4.71,3.0,3,2.0,270,18,2.963092161419059
Home in,Queens,Private room,30,158,122,2.54,2,90,13,No License,4.56,1.0,2,1.0,50,2,3.1427267571201267
Rental ,Brooklyn,Entire home/apt,30,1,1098,0.03,1,263,0,No License,4.39,2.0,2,1.0,19,1,2.91810497216488
Townhou,Brooklyn,Private room,30,31,132,0.32,2,180,1,No License,4.84,1.0,1,1.0,41,2,3.1853010902004706
Rental ,Queens,Private room,31,209,37,3.0,1,174,48,No License,4.92,2.0,2,1.0,136,1,2.9792605776210648
Rental ,Brooklyn,Entire home/apt,30,46,31,0.47,4,260,8,No License,4.87,1.0,2,1.0,41,4,2.965852458546067
Guest s,Bronx,Entire home/apt,30,8,192,0.59,4,51,5,No License,3.88,2.0,3,1.0,25,4,2.804793885493015
Rental ,Manhattan,Private room,30,120,74,1.03,2,363,11,No License,4.86,1.0,1,1.0,302,2,2.747802745310898
Home in,Queens,Entire home/apt,30,6,117,0.31,1,230,2,No License,4.83,2.0,2,2.0,170,1,3.027205857775385
Rental ,Manhattan,Private room,30,1,156,0.19,2,365,1,No License,4.39,1.0,1,1.0,1063,2,2.5908577744058223
Rental ,Brooklyn,Entire home/apt,3,6,23,2.57,3,252,6,Exempt,5.0,3.0,3,1.0,173,3,3.1370290327843335
Rental ,Queens,Entire home/apt,30,160,33,4.29,1,89,52,No License,4.84,2.0,4,1.0,138,1,2.8908975527357526
Rental ,Manhattan,Private room,2,11,3,1.98,1,302,11,Exempt,4.36,1.0,1,1.0,1063,1,2.804793885493015
Guest s,Bronx,Entire home/apt,30,21,39,1.69,1,167,20,No License,5.0,3.0,2,1.0,22,1,2.91810497216488
Rental ,Brooklyn,Entire home/apt,30,13,21,0.75,1,94,6,No License,4.69,1.0,1,1.0,70,1,2.973974178099778
Rental ,Brooklyn,Entire home/apt,30,31,156,0.3,1,172,2,No License,4.39,1.0,1,1.0,57,1,2.678467065846623
Place t,Brooklyn,Entire home/apt,30,73,53,1.32,3,180,15,No License,4.78,3.0,3,1.0,969,1,3.239106667783521
Rental ,Bronx,Private room,30,5,386,0.31,2,89,0,No License,4.4,1.0,1,1.0,18,1,2.8319857590280426
Rental ,Queens,Entire home/apt,30,29,24,3.66,1,41,29,No License,4.9,1.0,1,1.0,361,1,2.8687030856226254
Rental ,Brooklyn,Entire home/apt,180,4,775,0.04,18,218,0,No License,5.0,1.0,2,1.0,301,18,3.0462975359547335
Home in,Bronx,Entire home/apt,2,2,4,2.0,1,267,2,No License,4.39,1.0,2,1.0,66,1,3.1160022555241857
Home in,Queens,Shared room,30,12,137,1.19,4,365,12,No License,3.92,1.0,6,1.5,184,3,2.562528610567885
Rental ,Manhattan,Entire home/apt,30,24,32,1.26,1,90,11,No License,4.63,1.0,2,1.0,302,1,2.9517727088869
Bed and,Manhattan,Private room,30,18,619,0.76,1,365,0,No License,4.78,1.0,1,1.0,89,1,2.633483784427602
Rental ,Manhattan,Entire home/apt,30,141,68,1.41,2,88,9,No License,4.69,2.0,4,1.0,1063,2,3.186481982394027
Condo i,Manhattan,Entire home/apt,30,62,125,3.12,1,180,22,No License,4.85,0.0,2,1.0,1063,1,3.103153996494272
Bungalo,Queens,Private room,30,104,29,4.15,8,365,44,No License,4.56,1.0,1,1.0,361,8,2.698877147489477
Home in,Staten Island,Entire home/apt,30,13,154,0.85,1,35,9,No License,5.0,6.0,4,2.0,31,1,3.222499421468039
Rental ,Queens,Private room,1,3,14,2.5,4,210,3,Exempt,4.0,1.0,1,1.0,45,3,2.633483784427602
Condo i,Manhattan,Entire home/apt,30,4,90,0.27,1,113,2,No License,5.0,1.0,1,1.0,1063,1,2.9048178166875385
Condo i,Brooklyn,Private room,30,3,114,0.16,3,365,2,No License,4.67,1.0,1,1.0,173,3,2.724259801377724
Rental ,Brooklyn,Private room,30,7,1573,0.13,1,63,0,No License,5.0,1.0,1,1.0,84,1,2.572227276182801
Rental ,Brooklyn,Entire home/apt,30,124,1153,0.94,2,365,0,No License,4.5,2.0,5,1.0,751,2,2.887312033330232
Home in,Queens,Private room,30,36,1932,0.46,3,365,0,No License,4.61,1.0,1,1.0,72,3,2.671375367473904
Home in,Queens,Private room,30,22,74,2.24,8,355,22,No License,4.86,1.0,1,2.0,253,8,2.7801576351167334
Home in,Queens,Entire home/apt,30,5,2,0.46,2,91,5,No License,5.0,2.0,4,1.0,131,2,2.973974178099778
Home in,Queens,Entire home/apt,30,2,384,0.15,1,278,0,No License,4.39,1.0,1,1.0,85,1,2.8000197739092973
Rental ,Manhattan,Entire home/apt,30,22,706,0.3,1,180,0,No License,4.73,1.0,1,1.0,89,1,3.015984223658283
Rental ,Queens,Entire home/apt,30,3,191,0.13,1,89,1,No License,5.0,1.0,1,1.0,253,1,2.9213338855893958
Rental ,Brooklyn,Entire home/apt,30,9,53,1.14,2,364,9,No License,4.67,1.0,2,1.0,178,2,3.1237146602419705
Townhou,Queens,Private room,30,9,177,0.18,93,311,2,No License,4.89,1.0,1,1.0,136,81,2.447734313727862
Service,Queens,Entire home/apt,30,12,89,1.18,1,95,12,No License,4.75,1.0,2,1.0,253,1,3.0843664004975637
Home in,Queens,Private room,30,1,123,0.24,249,51,1,No License,4.39,1.0,1,1.0,170,70,2.5525569080552093
casa pa,Brooklyn,Private room,1,19,10,5.94,4,355,19,Exempt,5.0,1.0,1,2.0,1586,4,2.887312033330232
Townhou,Queens,Private room,30,3,348,0.09,236,52,1,No License,3.67,1.0,1,1.0,136,62,2.54229785857242
Condo i,Manhattan,Entire home/apt,30,25,40,1.9,1,178,21,No License,5.0,1.0,3,1.0,942,1,3.058306597602826
Loft in,Brooklyn,Entire home/apt,30,29,64,1.82,2,179,17,No License,4.62,1.0,1,1.0,969,2,3.122190869167786
Rental ,Brooklyn,Private room,30,80,30,3.09,1,232,37,No License,4.75,1.0,2,1.0,1586,1,2.8687030856226254
Condo i,Brooklyn,Entire home/apt,30,5,63,0.37,1,55,4,No License,5.0,1.0,1,1.0,210,1,3.0679137375811734
Loft in,Brooklyn,Entire home/apt,30,38,138,0.32,2,2,1,No License,4.66,1.0,2,1.0,969,2,2.9766298911999467
Rental ,Manhattan,Entire home/apt,30,1,88,0.33,1,270,1,No License,4.39,0.0,1,1.0,204,1,3.1355840632228107
Rental ,Brooklyn,Private room,30,109,95,2.31,3,90,23,No License,4.65,1.0,1,1.0,270,3,2.7534287921185427
Rental ,Brooklyn,Entire home/apt,30,5,1452,0.06,1,21,0,No License,5.0,1.0,2,1.0,160,1,2.6922125944076853
Rental ,Brooklyn,Entire home/apt,30,32,159,0.81,1,90,10,No License,4.94,1.0,1,1.0,91,1,3.1911485026854227
Rental ,Brooklyn,Private room,30,12,123,0.79,1,364,7,No License,4.92,3.0,1,1.0,751,1,2.7801576351167334
Rental ,Queens,Private room,30,51,537,0.55,3,253,0,No License,4.86,1.0,2,1.0,136,2,3.186481982394027
Rental ,Manhattan,Entire home/apt,30,2,70,0.59,133,340,2,No License,4.39,1.0,1,1.0,786,113,2.774989302169623
Rental ,Brooklyn,Entire home/apt,30,36,21,0.61,2,177,3,No License,4.86,2.0,2,1.0,751,2,2.887312033330232
Rental ,Manhattan,Entire home/apt,30,5,554,0.17,133,158,0,No License,5.0,0.0,1,1.0,207,113,3.058306597602826
Home in,Brooklyn,Entire home/apt,3,1,25,1.0,1,263,1,Exempt,4.39,3.0,4,2.5,664,1,3.2483476914486
Rental ,Brooklyn,Entire home/apt,1,20,57,0.59,2,62,16,OSE,4.5,0.0,1,1.0,969,2,2.880007809468463
Rental ,Brooklyn,Entire home/apt,2,4,28,2.31,12,243,4,Exempt,5.0,2.0,4,1.0,210,12,3.1311984648639135
Rental ,Manhattan,Private room,30,179,20,3.66,3,90,35,No License,4.65,1.0,1,1.5,629,3,2.6170600014230736
Rental ,Brooklyn,Entire home/apt,30,62,40,1.82,1,354,24,No License,4.95,2.0,2,2.0,1586,1,3.186481982394027
Rental ,Manhattan,Private room,30,1,106,0.28,17,365,1,No License,4.39,1.0,1,2.0,1063,11,2.6170600014230736
Rental ,Manhattan,Entire home/apt,30,100,32,3.31,9,272,40,No License,4.94,1.0,1,1.0,629,9,3.1550884140921847
Rental ,Manhattan,Entire home/apt,30,41,31,2.78,9,293,33,No License,4.93,0.0,1,1.0,629,9,3.161697908114744
Rental ,Brooklyn,Entire home/apt,30,2,94,0.33,3,269,2,No License,4.39,1.0,1,1.0,301,1,3.103153996494272
Rental ,Brooklyn,Entire home/apt,30,16,231,0.42,1,177,1,No License,4.75,0.0,1,1.0,301,1,3.027205857775385
Rental ,Manhattan,Private room,30,2,509,0.09,1,269,0,No License,4.39,1.0,1,1.5,375,1,2.804793885493015
Rental ,Manhattan,Entire home/apt,30,4,143,0.3,60,340,3,No License,4.75,3.0,3,1.5,629,52,3.2483476914486
Rental ,Brooklyn,Entire home/apt,30,34,75,1.96,4,365,12,No License,4.65,1.0,2,1.0,664,4,3.1805189284945667
Condo i,Brooklyn,Entire home/apt,30,99,159,4.13,10,310,38,No License,4.93,2.0,2,2.0,1586,10,3.358892633491062
Rental ,Brooklyn,Entire home/apt,30,27,138,1.41,2,107,10,No License,4.85,2.0,2,1.5,1586,1,2.8569536918168357
Rental ,Brooklyn,Private room,30,12,98,1.36,1,230,12,No License,4.92,1.0,1,1.0,969,1,2.6567249660442998
