name,neighbourhood_group,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths,nb_count,host_id_count,price-transform
Apartho,Manhattan,Entire home/apt,1,127,50,4.8,15,135,29,Exempt,4.68,3.0,3,1.0,204,13,3.4291748688677903
Rental ,Brooklyn,Entire home/apt,30,40,27,0.39,1,363,3,No License,4.78,1.0,1,1.0,14,1,3.0753542716827496
Rental ,Brooklyn,Entire home/apt,1,4,1,4.0,3,116,4,Exempt,5.0,1.0,1,1.0,1586,3,2.984448562625596
Rental ,Manhattan,Private room,5,82,2,0.78,3,239,23,OSE,4.83,1.0,1,1.0,1063,3,2.747802745310898
Rental ,Brooklyn,Private room,30,4,433,0.16,1,358,0,No License,3.0,1.0,1,1.5,14,1,2.7801576351167334
Rental ,Brooklyn,Private room,3,27,6,1.89,1,325,24,OSE,4.89,1.0,1,1.0,969,1,3.0878855535794383
Rental ,Manhattan,Entire home/apt,30,11,32,1.88,3,365,11,No License,4.27,2.0,4,1.0,204,3,3.3898759845465687
Rental ,Manhattan,Private room,30,28,1384,0.25,1,87,0,No License,4.82,1.0,1,1.0,1063,1,2.973974178099778
Loft in,Queens,Entire home/apt,30,3,244,0.36,1,33,3,No License,5.0,1.0,1,2.0,163,1,2.804793885493015
Rental ,Brooklyn,Private room,1,11,90,0.73,3,76,6,OSE,4.82,1.0,1,1.0,969,3,2.8762870823611406
Rental ,Manhattan,Entire home/apt,30,45,34,1.1,2,132,16,No License,4.89,2.0,2,1.0,1063,2,3.1297194009188227
Rental ,Brooklyn,Entire home/apt,3,69,347,0.71,14,95,1,Exempt,4.81,0.0,2,1.0,301,14,3.1793084739604383
Condo i,Brooklyn,Private room,30,29,255,0.28,1,61,1,No License,4.86,1.0,1,1.0,969,1,2.9245271437558475
Rental ,Brooklyn,Private room,30,19,7,2.56,1,87,19,No License,5.0,1.0,1,1.0,969,1,3.0358591712881076
Rental ,Brooklyn,Private room,30,22,96,2.67,2,365,22,No License,4.68,1.0,1,1.5,664,2,2.894439972077526
Rental ,Brooklyn,Entire home/apt,30,5,492,0.08,1,310,0,No License,5.0,2.0,2,1.0,969,1,3.1112597103321877
Rental ,Brooklyn,Entire home/apt,30,12,153,0.13,3,365,1,No License,5.0,2.0,3,1.0,95,3,3.239106667783521
Home in,Queens,Entire home/apt,30,17,121,1.92,6,0,17,No License,4.67,3.0,3,1.0,184,6,3.186481982394027
Condo i,Brooklyn,Entire home/apt,61,6,110,0.46,1,87,3,No License,5.0,1.0,1,1.0,969,1,3.0042797123413307
Townhou,Brooklyn,Private room,30,61,33,3.67,15,365,40,No License,4.85,1.0,1,2.0,664,15,2.7534287921185427
Loft in,Manhattan,Private room,5,261,1,2.96,1,186,44,OSE,4.97,1.0,1,1.0,204,1,2.9920531496671643
Townhou,Brooklyn,Private room,7,71,19,1.09,2,317,20,OSE,4.96,2.0,2,1.0,664,2,3.015984223658283
Rental ,Brooklyn,Private room,30,33,19,0.62,1,125,7,No License,4.94,1.0,1,1.0,664,1,2.8687030856226254
Rental ,Brooklyn,Private room,30,1,391,0.08,10,364,0,No License,4.39,1.0,1,1.0,664,2,2.5208547922052063
Rental ,Brooklyn,Private room,30,76,44,0.76,1,110,20,No License,4.95,1.0,1,1.0,969,1,2.730308303384394
Rental ,Manhattan,Entire home/apt,1,17,25,1.28,15,263,15,Exempt,4.88,1.0,3,2.5,204,13,3.313245620521076
Rental ,Brooklyn,Entire home/apt,30,24,280,0.19,1,64,1,No License,4.48,1.0,1,1.0,969,1,3.027205857775385
Guest s,Brooklyn,Entire home/apt,30,369,35,3.26,1,170,19,No License,4.93,1.0,2,1.0,95,1,3.0483371225710463
Townhou,Brooklyn,Private room,3,30,3,1.83,4,333,16,OSE,4.93,1.0,2,1.0,969,4,2.9818666630176964
Rental ,Brooklyn,Private room,30,6,95,0.34,13,339,4,No License,4.5,1.0,1,2.0,664,13,2.730308303384394
Service,Manhattan,Entire home/apt,30,3,132,0.14,256,360,1,No License,5.0,0.0,1,1.0,786,146,2.9603045404593864
Home in,Manhattan,Private room,30,241,59,2.03,3,147,26,No License,4.6,1.0,1,1.0,1063,3,2.8000197739092973
Loft in,Brooklyn,Entire home/apt,180,2,1527,0.04,1,358,0,No License,4.39,1.0,2,2.0,969,1,3.237213284429097
Rental ,Manhattan,Entire home/apt,30,20,102,0.19,1,263,1,No License,5.0,1.0,1,1.0,1063,1,2.9920531496671643
Townhou,Manhattan,Private room,3,175,10,1.94,1,158,20,OSE,4.91,3.0,3,3.0,1063,1,3.264941941812831
Townhou,Brooklyn,Private room,30,177,27,4.97,15,270,49,No License,4.81,1.0,1,2.0,664,15,2.705409573831367
Rental ,Brooklyn,Entire home/apt,30,54,1464,0.79,5,45,0,No License,4.87,2.0,2,1.0,37,5,3.1191154596054207
Townhou,Brooklyn,Private room,3,207,9,4.27,3,31,46,OSE,4.86,1.0,2,1.0,664,2,2.9488706992255116
Guest s,Brooklyn,Entire home/apt,4,326,11,3.13,1,87,47,OSE,4.88,2.0,2,1.0,17,1,3.1668603967380355
Rental ,Brooklyn,Entire home/apt,30,6,16,0.51,4,251,6,No License,5.0,1.0,1,1.0,969,4,3.024998424059092
Rental ,Brooklyn,Entire home/apt,30,18,123,1.36,1,35,16,No License,5.0,3.0,4,2.0,160,1,3.3757226671152805
Rental ,Brooklyn,Private room,30,55,41,1.45,2,177,29,No License,4.84,1.0,1,1.0,664,2,2.747802745310898
Rental ,Brooklyn,Private room,30,16,66,0.95,1,179,11,No License,4.81,1.0,1,1.0,969,1,3.027205857775385
Rental ,Brooklyn,Private room,30,14,139,1.06,3,90,12,No License,4.64,1.0,1,1.0,210,3,2.840538792993868
Rental ,Manhattan,Entire home/apt,30,1,440,0.07,2,69,0,No License,4.39,2.0,3,2.0,204,2,3.3244757851851627
Townhou,Queens,Private room,30,108,40,1.45,1,334,27,No License,5.0,1.0,2,1.0,136,1,3.126734919147089
Rental ,Brooklyn,Entire home/apt,30,11,62,0.24,5,273,4,No License,4.73,3.0,3,1.0,969,5,3.058306597602826
Loft in,Brooklyn,Entire home/apt,30,4,215,0.27,1,175,1,No License,4.5,2.0,2,2.0,10,1,3.239106667783521
Rental ,Brooklyn,Private room,30,7,127,0.4,13,324,5,No License,4.71,1.0,1,2.0,664,13,2.742076216647689
Rental ,Brooklyn,Private room,30,5,216,0.16,1,363,3,No License,5.0,1.0,1,1.0,301,1,2.747802745310898
Rental ,Brooklyn,Private room,30,18,152,0.6,3,59,8,No License,4.94,1.0,1,1.0,969,2,2.6922125944076853
Rental ,Brooklyn,Entire home/apt,30,8,90,0.42,52,213,4,No License,4.63,0.0,1,1.0,37,34,2.939982748996748
Loft in,Brooklyn,Entire home/apt,30,3,723,0.05,1,83,0,No License,4.67,1.0,1,1.0,969,1,3.219442212255124
Home in,Brooklyn,Entire home/apt,1,39,14,2.98,2,148,35,Exempt,4.87,3.0,3,2.0,664,2,3.2035320458222842
Home in,Brooklyn,Private room,30,28,106,0.37,1,132,5,No License,4.96,1.0,1,1.0,210,1,2.724259801377724
Loft in,Brooklyn,Entire home/apt,3,45,440,0.46,14,86,0,Exempt,4.87,0.0,1,1.0,301,14,3.078996622046831
Rental ,Brooklyn,Entire home/apt,30,10,216,0.42,27,195,3,No License,5.0,1.0,1,1.0,37,24,3.1370290327843335
Rental ,Brooklyn,Entire home/apt,30,1,36,0.79,1,90,1,No License,4.39,1.0,1,1.0,301,1,3.027205857775385
Rental ,Brooklyn,Entire home/apt,30,224,33,3.55,4,90,41,No License,4.79,0.0,1,1.0,664,3,2.747802745310898
Rental ,Brooklyn,Entire home/apt,1,5,18,2.08,8,299,5,Exempt,4.4,1.0,3,1.0,664,6,2.887312033330232
Rental ,Brooklyn,Entire home/apt,30,74,61,3.02,2,154,24,No License,4.84,2.0,2,2.0,969,1,3.0483371225710463
Service,Brooklyn,Entire home/apt,30,14,142,0.58,1,47,10,No License,4.86,1.0,1,1.0,969,1,3.1175636345653452
Condo i,Manhattan,Private room,30,2,430,0.13,1,365,0,No License,4.39,1.0,1,1.0,1063,1,3.1642927419729365
Rental ,Brooklyn,Entire home/apt,30,10,88,1.24,1,88,10,No License,5.0,2.0,2,1.0,95,1,3.348795444241074
Condo i,Brooklyn,Entire home/apt,30,3,26,0.26,1,86,3,No License,5.0,1.0,1,1.0,969,1,3.1144312149613964
Loft in,Manhattan,Private room,30,146,138,2.05,1,99,12,No License,4.62,0.0,2,1.5,204,1,3.10150157310909
Townhou,Brooklyn,Private room,1,47,76,0.43,9,361,2,Exempt,4.74,1.0,1,1.0,664,7,3.3077535380058
Rental ,Brooklyn,Entire home/apt,1,7,36,2.63,8,354,7,Exempt,4.57,2.0,1,1.0,664,6,3.0358591712881076
Loft in,Brooklyn,Private room,30,9,139,0.51,5,356,3,No License,4.22,1.0,1,1.0,969,5,2.774989302169623
Townhou,Brooklyn,Private room,30,1,1119,0.03,249,55,0,No License,4.39,1.0,1,1.0,969,70,2.50963610418169
Home in,Brooklyn,Entire home/apt,30,10,31,1.08,1,339,10,No License,4.8,5.0,4,3.0,664,1,3.396373538663481
Rental ,Brooklyn,Entire home/apt,30,6,153,0.34,4,342,4,No License,4.67,1.0,1,1.0,969,4,2.8141270626093706
Service,Manhattan,Entire home/apt,30,4,127,0.24,34,80,2,No License,4.75,0.0,1,1.0,204,14,3.1370290327843335
Rental ,Queens,Private room,30,4,163,0.21,2,357,2,No License,4.0,1.0,1,1.0,136,2,2.5525569080552093
Townhou,Brooklyn,Private room,30,3,43,0.17,267,55,1,No License,4.33,1.0,1,1.0,969,87,2.6567249660442998
Townhou,Brooklyn,Private room,30,1,380,0.08,249,55,0,No License,4.39,1.0,1,1.0,969,70,2.5208547922052063
Rental ,Manhattan,Entire home/apt,30,95,51,1.1,1,190,20,No License,4.63,0.0,1,1.0,1063,1,2.887312033330232
Rental ,Brooklyn,Entire home/apt,30,124,66,4.55,1,155,58,No License,4.88,2.0,2,1.0,664,1,2.91810497216488
Rental ,Manhattan,Entire home/apt,30,22,21,0.32,3,207,4,No License,4.91,0.0,1,1.0,1063,3,2.8725192070793772
Rental ,Manhattan,Entire home/apt,3,31,18,1.51,2,365,3,Exempt,4.9,3.0,6,1.0,1063,2,3.4518476104458085
Condo i,Manhattan,Entire home/apt,30,5,755,0.16,1,314,0,No License,5.0,1.0,2,1.0,204,1,3.0442422211757956
Rental ,Manhattan,Entire home/apt,30,1,462,0.06,133,324,0,No License,4.39,0.0,1,1.0,191,113,3.058306597602826
Rental ,Brooklyn,Entire home/apt,30,2,151,0.34,1,262,2,No License,4.39,2.0,2,2.0,17,1,3.4208604679075765
Rental ,Queens,Entire home/apt,30,1,160,0.19,1,155,1,No License,4.39,4.0,4,1.0,170,1,3.1398941550187747
Rental ,Brooklyn,Entire home/apt,30,8,48,1.8,1,269,8,No License,5.0,1.0,1,1.0,664,1,2.887312033330232
Rental ,Brooklyn,Entire home/apt,30,4,28,0.38,27,206,4,No License,5.0,1.0,1,1.0,969,24,3.0462975359547335
Rental ,Brooklyn,Entire home/apt,30,9,219,0.29,4,337,2,No License,4.78,3.0,4,1.0,969,4,3.0042797123413307
Condo i,Manhattan,Private room,30,4,327,0.09,20,54,1,No License,4.5,1.0,1,2.0,204,12,2.6170600014230736
Condo i,Manhattan,Private room,30,100,95,1.04,1,89,28,No License,4.94,1.0,1,1.0,204,1,3.159075367345813
Rental ,Manhattan,Entire home/apt,30,37,62,1.94,1,335,20,No License,4.81,1.0,1,1.0,204,1,3.333922383614411
Rental ,Brooklyn,Entire home/apt,30,118,146,1.26,1,90,10,No License,4.75,1.0,1,1.0,37,1,3.027205857775385
Home in,Brooklyn,Private room,30,4,543,0.05,8,364,0,No License,4.5,1.0,1,2.0,969,8,2.936957517084059
Home in,Queens,Entire home/apt,30,19,65,1.54,6,365,18,No License,4.74,3.0,3,2.0,184,6,3.239106667783521
Home in,Brooklyn,Private room,30,97,28,1.53,3,140,27,No License,4.8,1.0,1,1.0,969,3,2.9517727088869
Condo i,Brooklyn,Entire home/apt,30,7,440,0.23,1,30,0,No License,5.0,1.0,1,1.0,301,1,3.206800724502915
Rental ,Brooklyn,Entire home/apt,30,8,163,0.12,1,232,3,No License,5.0,1.0,1,1.0,664,1,3.1191154596054207
Condo i,Brooklyn,Private room,30,302,122,2.36,1,364,28,No License,4.79,1.0,1,1.0,210,1,2.9517727088869
Rental ,Brooklyn,Entire home/apt,3,12,424,0.12,14,95,0,Exempt,4.67,0.0,2,1.0,301,14,3.1793084739604383
Rental ,Brooklyn,Entire home/apt,30,53,136,0.62,2,60,4,No License,4.75,1.0,1,1.0,301,2,3.1080482245464873
Rental ,Brooklyn,Entire home/apt,30,136,434,1.68,1,338,0,No License,4.99,2.0,2,1.0,210,1,3.0771818022943487
Rental ,Brooklyn,Entire home/apt,30,9,105,1.08,1,64,9,No License,5.0,1.0,1,1.0,969,1,3.219442212255124
Rental ,Brooklyn,Private room,30,11,89,0.49,2,365,4,No License,4.82,1.0,1,1.5,664,1,3.027205857775385
Rental ,Brooklyn,Entire home/apt,30,79,83,2.72,3,124,20,No License,4.71,2.0,1,1.0,664,3,2.7801576351167334
Condo i,Brooklyn,Private room,30,4,124,0.32,1,364,3,No License,4.5,1.0,1,1.0,664,1,3.2926475033067235
Condo i,Brooklyn,Entire home/apt,30,34,32,1.84,1,340,22,No License,4.32,1.0,4,1.0,210,1,2.887312033330232
Rental ,Brooklyn,Private room,30,45,109,0.47,1,89,14,No License,5.0,1.0,1,1.0,301,1,2.994542261441811
Loft in,Brooklyn,Private room,30,117,59,0.98,1,165,5,No License,4.75,1.0,1,1.0,969,1,2.742076216647689
Rental ,Brooklyn,Entire home/apt,55,19,10,0.23,1,117,3,No License,4.89,2.0,1,1.0,969,1,3.027205857775385
Home in,Brooklyn,Private room,30,21,95,0.27,8,365,3,No License,4.38,1.0,1,2.0,969,8,2.804793885493015
Rental ,Brooklyn,Entire home/apt,30,167,47,1.77,1,173,18,No License,4.86,1.0,1,1.0,210,1,2.827617620540271
Rental ,Brooklyn,Private room,30,2,129,0.44,3,365,2,No License,4.39,1.0,1,1.0,969,2,2.804793885493015
Townhou,Brooklyn,Entire home/apt,1,21,14,4.09,1,110,21,OSE,4.81,2.0,4,1.0,664,1,3.0358591712881076
Rental ,Manhattan,Entire home/apt,30,140,88,1.57,1,252,5,No License,4.96,1.0,2,1.0,1063,1,3.162998755074045
Rental ,Brooklyn,Private room,30,174,211,1.9,1,156,1,No License,4.79,1.0,1,1.0,969,1,3.354464609240732
Rental ,Brooklyn,Entire home/apt,30,6,79,1.23,2,365,6,No License,3.67,1.0,2,1.0,664,2,2.8488576348688746
Rental ,Manhattan,Private room,30,1,24,1.0,2,121,1,No License,4.39,1.0,1,1.5,1063,1,2.572227276182801
Rental ,Manhattan,Entire home/apt,30,2,311,0.08,139,259,1,No License,4.39,0.0,1,1.0,158,129,2.887312033330232
Rental ,Manhattan,Private room,30,1,234,0.13,17,338,1,No License,4.39,1.0,1,2.0,52,11,2.6170600014230736
Condo i,Brooklyn,Entire home/apt,30,19,14,0.29,1,343,4,No License,5.0,1.0,1,1.0,969,1,3.214256889436886
Rental ,Brooklyn,Entire home/apt,30,168,161,1.61,1,38,12,No License,4.82,1.0,1,1.0,969,1,3.0483371225710463
Hotel i,Brooklyn,Private room,1,1,14,1.0,2,106,1,Exempt,4.39,1.0,1,1.0,969,2,2.887312033330232
Rental ,Brooklyn,Entire home/apt,30,19,68,1.5,1,159,17,No License,5.0,1.0,1,1.0,969,1,3.186481982394027
Hotel i,Brooklyn,Private room,1,1,17,1.0,2,94,1,Exempt,4.39,1.0,1,1.0,969,2,2.887312033330232
Condo i,Brooklyn,Entire home/apt,30,6,130,0.96,1,70,6,No License,5.0,1.0,1,1.0,969,1,3.186481982394027
Rental ,Manhattan,Entire home/apt,30,27,103,0.38,6,245,4,No License,4.7,0.0,1,1.0,1063,6,2.880007809468463
Rental ,Brooklyn,Entire home/apt,30,2,1482,0.04,1,90,0,No License,4.39,4.0,4,2.0,969,1,3.3594396317937383
Rental ,Manhattan,Entire home/apt,2,90,58,1.76,84,183,5,Exempt,4.58,0.0,2,1.0,204,75,3.1523941970424714
Loft in,Brooklyn,Entire home/apt,30,25,123,0.81,1,364,8,No License,4.68,3.0,3,1.0,969,1,3.5380401853203587
Rental ,Manhattan,Entire home/apt,30,12,35,0.47,5,279,5,No License,4.42,1.0,1,1.0,18,5,2.887312033330232
Rental ,Brooklyn,Private room,30,138,63,1.6,1,179,14,No License,4.84,2.0,2,1.0,969,1,3.1853010902004706
Townhou,Queens,Private room,30,2,249,0.13,236,55,1,No License,4.39,1.0,2,2.0,170,62,2.4609699101022455
Rental ,Manhattan,Entire home/apt,30,33,164,0.56,2,179,2,No License,4.73,0.0,2,1.0,1063,2,2.9792605776210648
Condo i,Brooklyn,Entire home/apt,30,191,56,1.69,1,363,3,No License,4.89,1.0,1,1.0,17,1,3.239106667783521
Townhou,Brooklyn,Private room,30,5,116,0.4,5,180,3,No License,4.2,1.0,1,1.0,969,5,2.6922125944076853
Rental ,Queens,Entire home/apt,30,1,1412,0.02,1,269,0,No License,4.39,1.0,2,1.0,253,1,3.1191154596054207
Rental ,Brooklyn,Entire home/apt,30,27,126,0.28,1,62,1,No License,4.96,1.0,1,1.0,178,1,3.0771818022943487
Rental ,Manhattan,Private room,30,3,2005,0.03,1,362,0,No License,4.33,1.0,2,1.0,1063,1,3.1175636345653452
Home in,Manhattan,Private room,2,20,19,0.19,1,345,8,OSE,5.0,1.0,1,1.0,1063,1,3.186481982394027
Home in,Queens,Entire home/apt,30,117,39,2.18,5,0,22,No License,4.62,2.0,4,1.0,136,2,2.860921523114508
Townhou,Queens,Private room,30,2,374,0.05,267,55,0,No License,4.39,1.0,1,1.0,170,87,2.3735744856006074
Loft in,Brooklyn,Entire home/apt,30,111,1393,1.13,1,65,0,No License,4.86,0.0,2,1.0,178,1,2.914839672726461
Home in,Brooklyn,Entire home/apt,30,8,62,0.09,2,125,3,No License,5.0,3.0,4,2.5,160,2,3.3179403418966893
Rental ,Manhattan,Private room,365,4,668,0.14,2,358,0,No License,4.75,1.0,1,1.0,158,2,3.027205857775385
Rental ,Brooklyn,Private room,30,2,145,0.32,1,89,2,No License,4.39,1.0,1,1.0,969,1,3.0602562356317717
Rental ,Brooklyn,Private room,30,4,150,0.26,1,364,2,No License,5.0,1.0,1,1.0,301,1,3.0182660034465427
Rental ,Manhattan,Entire home/apt,31,59,48,0.93,2,365,2,No License,4.78,1.0,2,1.0,1063,2,3.027205857775385
Rental ,Manhattan,Private room,30,247,33,4.01,6,106,28,No License,4.98,1.0,1,1.0,1063,3,2.827617620540271
Rental ,Manhattan,Private room,30,107,60,1.89,2,55,20,No License,4.73,1.0,1,1.0,52,2,2.9013992139001
Rental ,Manhattan,Private room,30,252,56,4.11,6,150,29,No License,4.96,1.0,1,1.0,1063,3,2.747802745310898
Home in,Brooklyn,Private room,30,279,34,3.31,1,254,48,No License,4.76,1.0,2,1.0,57,1,3.0523699771303248
Rental ,Manhattan,Private room,30,5,19,1.29,1,296,5,No License,4.2,1.0,1,1.0,18,1,2.9048178166875385
Rental ,Manhattan,Entire home/apt,30,2,207,0.15,2,336,1,No License,4.39,1.0,1,1.0,1063,1,3.1191154596054207
Home in,Queens,Private room,30,3,1679,0.05,249,55,0,No License,5.0,1.0,1,1.0,170,70,2.572227276182801
Rental ,Manhattan,Entire home/apt,30,143,34,0.9,4,365,23,No License,4.65,1.0,4,1.0,1063,4,3.103153996494272
Rental ,Brooklyn,Entire home/apt,30,2,48,0.61,1,191,2,No License,4.39,1.0,1,1.0,969,1,3.1550884140921847
Rental ,Brooklyn,Private room,30,2,119,0.32,3,58,2,No License,4.39,1.0,1,1.0,1586,3,2.4861066034802874
Rental ,Brooklyn,Entire home/apt,30,4,478,0.24,1,215,0,No License,4.75,2.0,2,2.0,178,1,3.3417858304362564
Rental ,Manhattan,Private room,30,10,73,0.2,1,356,4,No License,4.9,1.0,1,1.0,18,1,2.8725192070793772
Rental ,Brooklyn,Entire home/apt,30,41,77,2.04,6,115,23,No License,4.83,1.0,2,1.0,401,3,2.965852458546067
Townhou,Queens,Private room,30,1,1004,0.03,236,55,0,No License,4.39,1.0,1,1.0,136,62,2.3895999477042382
Rental ,Brooklyn,Entire home/apt,30,8,35,0.82,2,365,8,No License,4.63,2.0,2,1.0,664,2,2.9766298911999467
Rental ,Brooklyn,Entire home/apt,30,49,49,1.84,1,230,17,No License,5.0,1.0,1,1.0,160,1,2.9517727088869
Rental ,Brooklyn,Entire home/apt,30,1,139,0.21,9,233,1,No License,4.39,4.0,4,1.0,160,5,3.1112597103321877
Townhou,Brooklyn,Private room,3,292,4,3.12,1,0,51,OSE,4.9,1.0,1,1.0,70,1,2.9276854563279033
Rental ,Brooklyn,Entire home/apt,30,1,205,0.14,5,365,1,No License,4.39,2.0,2,1.0,178,4,3.1191154596054207
Home in,Manhattan,Private room,1,8,16,4.0,3,90,8,Exempt,4.0,1.0,1,1.0,1063,2,2.827617620540271
casa pa,Queens,Private room,2,32,65,1.93,1,362,30,OSE,4.81,1.0,1,1.0,136,1,2.887312033330232
Condo i,Manhattan,Entire home/apt,30,81,35,0.92,3,333,5,No License,4.91,3.0,2,1.0,1063,3,3.182921833243464
Rental ,Brooklyn,Entire home/apt,30,80,109,1.06,2,26,8,No License,4.86,0.0,1,1.0,664,2,3.1603901346620162
Rental ,Manhattan,Entire home/apt,1,23,14,1.86,15,279,22,Exempt,4.39,2.0,2,2.0,204,13,3.4311039474673835
Rental ,Brooklyn,Entire home/apt,30,4,6,0.55,5,184,4,No License,5.0,0.0,1,1.0,178,4,2.936957517084059
Rental ,Brooklyn,Private room,30,7,177,0.62,1,152,7,No License,4.86,1.0,1,1.0,969,1,2.908196882308139
Rental ,Bronx,Private room,30,26,27,3.12,1,179,26,No License,4.81,1.0,2,1.0,32,1,2.8362922958534744
Rental ,Manhattan,Private room,30,10,9,1.28,1,176,10,No License,5.0,1.0,1,1.0,204,1,3.1191154596054207
Home in,Queens,Private room,2,6,3,1.61,1,268,6,OSE,4.5,1.0,1,1.0,69,1,2.8648375825156465
Rental ,Brooklyn,Private room,30,82,123,0.77,3,365,8,No License,4.77,1.0,1,1.0,210,1,2.7534287921185427
Rental ,Brooklyn,Private room,30,35,554,0.3,1,88,0,No License,4.86,2.0,2,2.0,160,1,3.186481982394027
Rental ,Brooklyn,Entire home/apt,30,110,51,1.31,2,309,5,No License,4.86,1.0,1,1.0,969,2,2.999454080070619
Rental ,Manhattan,Entire home/apt,30,14,20,0.34,9,365,3,No License,4.71,1.0,2,1.0,1063,7,2.880007809468463
Rental ,Manhattan,Private room,30,46,28,0.44,3,249,5,No License,4.89,1.0,1,1.0,302,3,2.724259801377724
Rental ,Bronx,Private room,30,8,1538,0.13,1,90,0,No License,4.75,0.0,1,1.0,32,1,2.8836824505315013
Rental ,Manhattan,Entire home/apt,30,1,364,0.08,1,365,1,No License,4.39,1.0,1,1.0,1063,1,2.887312033330232
Rental ,Manhattan,Entire home/apt,2,2,280,0.11,84,47,1,Exempt,4.39,2.0,3,1.0,204,75,3.415117498676493
Home in,Queens,Private room,365,81,1463,0.94,3,365,0,No License,4.52,1.0,4,1.5,138,3,3.1191154596054207
Rental ,Manhattan,Entire home/apt,30,120,33,3.76,4,155,44,No License,4.91,1.0,2,1.0,158,4,2.9517727088869
Rental ,Manhattan,Entire home/apt,30,9,179,0.57,1,88,2,No License,5.0,1.0,1,1.0,302,1,3.184114391197533
Condo i,Manhattan,Private room,30,3,409,0.09,20,54,0,No License,4.33,1.0,1,2.0,204,12,2.6922125944076853
Boutiqu,Queens,Hotel room,1,32,17,0.62,13,190,10,Exempt,4.34,1.0,2,1.0,253,13,3.015984223658283
Home in,Brooklyn,Private room,30,178,66,1.16,2,339,1,No License,4.63,1.0,1,1.0,160,2,2.8687030856226254
Rental ,Queens,Entire home/apt,30,151,76,1.08,1,260,10,No License,4.74,0.0,3,1.0,163,1,2.965852458546067
Rental ,Brooklyn,Private room,30,157,103,3.09,2,26,27,No License,4.8,1.0,1,1.0,160,2,2.804793885493015
Rental ,Brooklyn,Private room,30,28,1375,0.39,2,365,0,No License,4.68,1.0,1,1.0,178,2,3.1191154596054207
Townhou,Queens,Private room,30,1,980,0.03,249,55,0,No License,4.39,1.0,2,1.0,170,70,2.4980604451843584
Rental ,Manhattan,Entire home/apt,4,8,37,2.31,10,356,8,Exempt,4.88,0.0,1,1.0,1063,10,2.997009118491433
Rental ,Brooklyn,Private room,4,21,19,0.77,1,53,18,OSE,5.0,1.0,1,1.0,664,1,2.963092161419059
Rental ,Queens,Private room,30,2,1699,0.03,18,364,0,No License,4.39,1.0,1,1.0,170,15,2.54229785857242
Rental ,Brooklyn,Private room,30,1,75,0.39,2,270,1,No License,4.39,1.0,1,1.0,969,1,2.7180965611053196
Rental ,Manhattan,Entire home/apt,1,4,109,0.44,12,334,4,Exempt,4.75,3.0,5,2.0,1063,12,3.2911534971577687
Rental ,Manhattan,Entire home/apt,4,14,24,0.25,10,353,2,Exempt,4.5,1.0,2,1.0,1063,10,3.040083514596308
Service,Manhattan,Private room,30,85,49,3.17,3,0,31,No License,4.81,1.0,1,1.0,1063,3,2.4980604451843584
Rental ,Manhattan,Entire home/apt,1,4,92,0.55,12,334,4,Exempt,5.0,9.0,12,3.0,1063,12,3.5289274997771276
Rental ,Manhattan,Entire home/apt,30,12,29,0.13,1,92,3,No License,4.67,2.0,2,1.0,302,1,2.9920531496671643
Home in,Manhattan,Entire home/apt,1,91,9,1.54,5,0,11,Exempt,4.66,3.0,7,2.0,302,5,3.3752168432669807
Service,Manhattan,Private room,30,27,55,2.55,22,224,27,No License,4.44,1.0,1,1.0,1063,22,2.419777217756961
Townhou,Queens,Private room,30,4,1417,0.07,267,55,0,No License,5.0,1.0,1,1.0,136,87,2.4980604451843584
Rental ,Manhattan,Entire home/apt,3,169,4,1.58,2,0,37,Exempt,4.85,1.0,1,1.0,1063,2,3.0462975359547335
Home in,Brooklyn,Private room,30,41,21,0.45,4,155,10,No License,4.9,1.0,1,1.5,1586,3,2.742076216647689
Home in,Queens,Private room,30,94,137,1.01,1,211,2,No License,4.37,1.0,1,2.0,136,1,2.4609699101022455
Home in,Bronx,Private room,30,35,126,0.69,3,365,7,No License,4.97,1.0,1,2.0,28,3,2.685410972215916
Home in,Manhattan,Entire home/apt,30,95,37,1.89,1,310,51,No License,4.8,2.0,3,1.0,1063,1,3.027205857775385
Rental ,Brooklyn,Private room,2,564,17,3.43,2,270,34,OSE,4.53,1.0,1,1.0,178,2,2.8687030856226254
Rental ,Queens,Entire home/apt,30,3,123,0.36,1,89,3,No License,5.0,1.0,2,1.0,131,1,3.001877497084522
Apartho,Manhattan,Entire home/apt,1,68,80,2.58,15,365,7,Exempt,4.56,0.0,1,1.0,204,13,3.126734919147089
Townhou,Brooklyn,Private room,30,88,44,3.2,1,358,37,No License,4.85,1.0,1,1.0,178,1,3.1191154596054207
Home in,Brooklyn,Private room,30,50,67,5.24,1,0,50,No License,4.9,1.0,1,1.0,210,1,3.054363667252506
Condo i,Brooklyn,Entire home/apt,30,155,102,4.9,1,0,48,No License,4.87,1.0,3,1.0,190,1,2.852932830169813
Apartho,Manhattan,Entire home/apt,1,91,15,3.47,15,353,22,Exempt,4.78,4.0,4,2.0,204,13,3.5210020031518825
Rental ,Queens,Private room,31,5,54,0.64,2,336,5,No License,4.4,1.0,1,1.0,138,2,2.8094956587003583
Condo i,Brooklyn,Private room,100,4,158,0.41,1,5,4,OSE,5.0,1.0,1,1.0,70,1,3.1160022555241857
