name,neighbourhood_group,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths,nb_count,host_id_count
Loft in,Brooklyn,Private room,30,9,129,0.16,1,88,1,No License,5.0,2.0,2,1.0,969,1
Rental ,Manhattan,Entire home/apt,30,2,196,0.26,2,365,2,No License,4.39,0.0,1,1.0,204,1
Home in,Queens,Private room,365,81,1463,0.94,3,365,0,No License,4.52,1.0,4,1.5,138,3
Rental ,Manhattan,Private room,30,81,137,1.56,3,55,33,No License,4.84,1.0,1,1.0,629,3
Rental ,Manhattan,Private room,30,49,93,0.93,1,88,22,No License,4.9,1.0,1,1.0,1063,1
Home in,Queens,Private room,30,23,1543,0.42,8,0,0,No License,4.87,1.0,1,2.0,70,8
Rental ,Brooklyn,Private room,30,185,40,1.26,1,365,23,No License,4.87,3.0,3,2.0,91,1
Home in,Staten Island,Private room,30,15,122,0.41,8,339,6,No License,4.73,1.0,1,1.0,12,8
Rental ,Brooklyn,Entire home/apt,30,1,1419,0.02,1,0,0,No License,4.39,2.0,2,1.0,401,1
Rental ,Manhattan,Private room,30,1,942,0.03,348,309,0,No License,4.39,5.0,1,0.0,867,14
Guest s,Queens,Private room,30,196,85,1.93,1,363,16,No License,4.91,1.0,3,1.0,131,1
Rental ,Manhattan,Entire home/apt,30,13,50,0.13,1,309,1,No License,4.92,0.0,1,1.0,413,1
Rental ,Brooklyn,Private room,2,37,40,3.3,1,202,37,OSE,4.43,1.0,1,1.0,1586,1
Guest s,Brooklyn,Private room,30,344,64,2.5,1,249,24,OSE,4.92,1.0,1,1.0,1586,1
Rental ,Brooklyn,Entire home/apt,30,50,95,1.97,1,173,21,No License,4.82,3.0,3,1.0,210,1
Rental ,Brooklyn,Entire home/apt,1,45,123,0.32,30,317,1,Exempt,4.91,1.0,2,1.0,301,21
Rental ,Manhattan,Entire home/apt,31,1,863,0.03,713,313,0,No License,4.39,0.0,1,1.0,71,107
Boutiqu,Manhattan,Private room,1,3,584,0.06,14,249,0,Exempt,3.67,1.0,2,1.0,67,10
Home in,Brooklyn,Private room,30,49,137,0.93,1,365,3,No License,4.88,1.0,1,1.0,173,1
Home in,Queens,Private room,2,23,14,1.7,4,361,21,OSE,4.74,1.0,1,1.0,324,4
Rental ,Manhattan,Entire home/apt,30,6,107,0.8,1,365,6,No License,4.83,1.0,1,1.0,375,1
Rental ,Brooklyn,Entire home/apt,30,138,61,1.35,1,179,25,No License,4.72,1.0,1,1.0,969,1
Rental ,Manhattan,Private room,30,11,93,1.13,2,62,11,No License,4.64,2.0,1,2.0,375,2
Service,Manhattan,Entire home/apt,30,6,189,0.11,256,364,1,No License,4.83,2.0,3,1.0,786,146
Rental ,Queens,Private room,30,16,74,0.28,1,365,14,No License,4.94,1.0,1,1.0,361,1
Rental ,Manhattan,Entire home/apt,30,1,136,0.22,91,365,1,No License,4.39,2.0,2,1.0,207,35
Boutiqu,Manhattan,Private room,1,25,201,0.63,7,224,1,Exempt,4.04,1.0,1,1.0,942,7
Rental ,Manhattan,Private room,1,36,15,1.56,55,143,18,Exempt,4.19,1.0,3,0.0,942,52
Rental ,Manhattan,Private room,30,45,47,4.89,1,0,45,No License,4.8,1.0,1,1.0,413,1
Rental ,Manhattan,Private room,30,2,2924,0.02,1,32,0,No License,4.39,1.0,1,1.0,1063,1
Rental ,Manhattan,Entire home/apt,30,3,48,0.42,37,340,3,No License,5.0,0.0,1,1.0,786,37
Loft in,Manhattan,Entire home/apt,1,103,22,5.45,11,237,58,Exempt,4.68,2.0,2,1.0,942,9
Condo i,Manhattan,Entire home/apt,30,20,130,1.72,1,54,20,No License,4.8,3.0,4,1.0,375,1
Place t,Manhattan,Entire home/apt,30,4,818,0.05,83,365,0,No License,4.0,1.0,1,1.0,207,69
Rental ,Manhattan,Private room,30,8,584,0.16,7,365,0,No License,5.0,1.0,1,1.0,328,7
Rental ,Manhattan,Entire home/apt,30,4,291,0.18,44,361,1,No License,4.75,1.0,2,1.0,786,32
Rental ,Brooklyn,Entire home/apt,120,248,1098,2.0,2,365,0,No License,4.65,2.0,4,1.0,1586,2
Rental ,Manhattan,Entire home/apt,30,9,46,0.25,44,0,4,No License,4.9,3.0,3,1.0,629,41
Rental ,Brooklyn,Entire home/apt,31,10,223,0.1,1,176,2,No License,4.6,1.0,1,1.0,178,1
Rental ,Bronx,Private room,30,10,1980,0.15,1,365,0,No License,5.0,1.0,2,1.0,15,1
Rental ,Brooklyn,Entire home/apt,30,4,21,0.26,1,310,2,No License,5.0,1.0,1,1.0,969,1
Rental ,Staten Island,Entire home/apt,30,1,287,0.1,1,339,1,No License,4.39,2.0,2,1.0,20,1
Rental ,Manhattan,Entire home/apt,30,2,108,0.33,15,304,2,No License,4.39,0.0,1,1.0,366,14
Townhou,Bronx,Private room,30,46,123,0.71,2,362,9,No License,4.89,2.0,2,1.5,18,2
Boutiqu,Manhattan,Private room,2,36,96,2.35,84,220,21,Exempt,4.53,1.0,1,1.0,942,75
Rental ,Manhattan,Entire home/apt,30,1,85,0.35,52,328,1,No License,4.39,2.0,2,1.0,942,34
Home in,Brooklyn,Private room,30,53,111,2.84,4,271,27,No License,4.96,1.0,2,1.0,1586,4
Rental ,Queens,Entire home/apt,7,6,3,0.16,7,344,1,Exempt,5.0,1.0,2,1.0,253,6
Rental ,Manhattan,Entire home/apt,30,5,236,0.19,2,364,1,No License,4.8,1.0,1,1.0,89,2
Loft in,Manhattan,Entire home/apt,30,225,67,2.29,1,365,21,No License,4.9,1.0,1,1.0,158,1
Condo i,Manhattan,Private room,30,53,160,0.46,1,358,3,No License,4.87,3.0,1,1.0,629,1
Rental ,Manhattan,Entire home/apt,30,12,126,0.12,8,266,2,No License,4.25,1.0,1,1.0,867,6
Townhou,Brooklyn,Private room,7,71,19,1.09,2,317,20,OSE,4.96,2.0,2,1.0,664,2
Condo i,Manhattan,Entire home/apt,30,49,1757,0.64,1,363,0,No License,4.63,2.0,2,1.0,1063,1
Rental ,Queens,Entire home/apt,30,26,58,0.49,9,279,5,No License,4.42,0.0,1,1.0,27,8
Condo i,Manhattan,Private room,30,1,188,0.16,12,31,1,No License,4.39,1.0,1,1.0,140,3
Rental ,Manhattan,Entire home/apt,30,1,107,0.28,2,343,1,No License,4.39,1.0,1,1.0,786,1
Condo i,Brooklyn,Entire home/apt,30,7,123,0.93,1,90,7,No License,4.71,1.0,1,1.0,270,1
Loft in,Brooklyn,Entire home/apt,30,107,88,1.15,1,0,10,No License,4.94,1.0,3,1.0,91,1
Rental ,Queens,Private room,30,2,2776,0.02,3,365,0,No License,4.39,1.0,2,2.0,145,3
Rental ,Bronx,Private room,30,1,1464,0.02,2,0,0,No License,4.39,1.0,1,1.0,66,1
Rental ,Queens,Entire home/apt,30,225,63,3.71,2,270,52,No License,4.86,1.0,1,1.0,163,2
Rental ,Manhattan,Entire home/apt,4,6,14,3.6,1,34,6,Exempt,4.17,1.0,2,1.0,413,1
Rental ,Queens,Entire home/apt,31,30,125,1.14,1,365,4,No License,4.93,1.0,2,1.0,20,1
Home in,Queens,Private room,30,78,29,3.6,1,365,29,No License,4.55,1.0,1,1.0,136,1
Rental ,Brooklyn,Private room,5,9,56,2.97,4,117,9,Exempt,4.89,1.0,1,1.0,751,3
Rental ,Queens,Entire home/apt,30,11,95,1.81,3,222,11,No License,4.91,1.0,2,1.0,324,3
Rental ,Brooklyn,Private room,30,49,26,0.5,3,365,16,No License,4.67,1.0,1,1.0,95,3
Rental ,Brooklyn,Entire home/apt,30,7,430,0.38,1,177,0,No License,5.0,1.0,2,1.0,1586,1
Rental ,Brooklyn,Entire home/apt,30,4,378,0.29,2,365,0,No License,4.75,1.0,2,1.0,95,2
Rental ,Brooklyn,Entire home/apt,90,26,575,0.24,4,88,0,No License,4.54,2.0,1,1.5,1586,3
Rental ,Brooklyn,Private room,30,7,1829,0.09,3,0,0,No License,4.43,1.0,1,1.0,969,3
Rental ,Manhattan,Entire home/apt,3,1,5,1.0,1,279,1,OSE,4.39,1.0,2,1.0,191,1
Condo i,Manhattan,Private room,30,13,108,0.69,1,179,3,No License,5.0,2.0,1,2.0,786,1
Home in,Queens,Private room,2,92,7,1.37,3,337,26,OSE,4.58,1.0,1,1.0,170,3
Townhou,Manhattan,Entire home/apt,4,3,20,0.95,1,287,3,OSE,4.67,3.0,5,2.5,191,1
Condo i,Manhattan,Entire home/apt,30,13,21,0.26,1,95,6,No License,4.92,1.0,1,1.0,786,1
Rental ,Manhattan,Private room,30,131,33,2.01,2,143,54,No License,4.95,2.0,2,1.0,942,2
Rental ,Brooklyn,Private room,30,67,145,2.9,3,0,29,No License,4.94,1.0,1,1.0,751,3
Home in,Brooklyn,Shared room,30,5,471,0.1,9,353,0,No License,4.6,1.0,3,2.0,1586,7
Rental ,Manhattan,Entire home/apt,30,76,24,4.78,1,364,56,No License,4.8,1.0,2,1.0,1063,1
Rental ,Manhattan,Entire home/apt,30,55,66,0.73,2,332,4,No License,4.95,2.0,2,1.0,629,2
Rental ,Manhattan,Entire home/apt,30,34,55,2.75,1,365,33,No License,4.71,1.0,1,1.0,1063,1
Rental ,Manhattan,Private room,30,69,66,0.86,1,88,11,No License,4.94,1.0,1,1.0,867,1
Home in,Queens,Entire home/apt,30,9,89,0.92,2,364,9,No License,4.67,6.0,8,4.0,66,2
Home in,Brooklyn,Entire home/apt,30,2,51,0.71,2,337,2,No License,4.39,0.0,1,1.0,751,1
Home in,Queens,Private room,30,8,21,0.08,6,216,2,No License,4.88,1.0,2,1.0,324,6
Bed and,Queens,Private room,30,4,189,0.32,1,364,2,No License,4.75,1.0,1,1.0,33,1
Home in,Brooklyn,Private room,3,38,20,2.86,1,73,35,OSE,5.0,1.0,1,1.0,1586,1
Loft in,Brooklyn,Entire home/apt,30,1,1217,0.02,1,0,0,No License,4.39,0.0,1,1.0,17,1
Rental ,Brooklyn,Private room,30,36,31,2.62,2,364,28,No License,4.58,1.0,1,1.0,664,2
Rental ,Manhattan,Private room,30,3,61,0.12,3,4,2,No License,5.0,1.0,1,1.0,629,3
Rental ,Manhattan,Entire home/apt,30,1,295,0.1,3,363,1,No License,4.39,1.0,1,1.0,140,1
Rental ,Brooklyn,Entire home/apt,30,46,63,2.14,1,51,23,No License,4.96,1.0,2,1.0,173,1
Rental ,Brooklyn,Private room,30,71,117,1.73,4,36,12,No License,4.83,1.0,1,2.0,1586,3
Rental ,Manhattan,Entire home/apt,30,1,244,0.12,1,59,1,No License,4.39,1.0,1,1.0,942,1
Rental ,Queens,Private room,30,4,1463,0.08,1,0,0,No License,5.0,1.0,2,1.0,163,1
Townhou,Brooklyn,Entire home/apt,30,13,1901,0.11,1,253,0,No License,4.85,3.0,3,1.5,166,1
Townhou,Brooklyn,Private room,30,80,30,1.68,1,178,24,No License,4.91,1.0,1,1.0,1586,1
Rental ,Manhattan,Private room,30,1,187,0.16,19,258,1,No License,4.39,1.0,1,1.0,1063,10
Rental ,Brooklyn,Private room,30,20,127,0.3,1,147,3,No License,4.65,1.0,1,1.0,135,1
Hotel i,Manhattan,Private room,2,11,17,3.55,36,206,11,Exempt,4.55,2.0,2,1.0,942,32
Home in,Queens,Private room,30,16,164,2.09,2,89,16,No License,4.44,1.0,1,1.0,241,2
Rental ,Manhattan,Entire home/apt,30,40,796,0.57,1,0,0,No License,4.8,1.0,2,1.0,302,1
Rental ,Manhattan,Entire home/apt,30,17,26,0.42,1,62,6,No License,4.94,1.0,1,1.0,629,1
Rental ,Queens,Private room,30,3,136,0.2,1,46,2,No License,4.67,1.0,1,1.0,45,1
Rental ,Brooklyn,Private room,30,1,165,0.18,2,362,1,No License,4.39,1.0,1,1.0,664,1
Rental ,Brooklyn,Entire home/apt,30,5,96,0.17,1,7,2,No License,5.0,3.0,2,1.5,664,1
Rental ,Queens,Private room,30,130,26,4.49,2,321,53,OSE,4.98,1.0,1,1.0,131,2
Rental ,Brooklyn,Private room,30,89,61,1.08,1,331,18,No License,4.91,1.0,2,1.0,664,1
Townhou,Brooklyn,Entire home/apt,30,6,144,0.33,1,207,3,No License,5.0,4.0,3,2.0,173,1
Rental ,Manhattan,Entire home/apt,30,81,15,1.53,1,107,17,No License,4.89,1.0,1,1.5,138,1
Rental ,Brooklyn,Entire home/apt,30,49,228,0.78,1,304,1,No License,4.98,1.0,1,1.0,160,1
Rental ,Brooklyn,Entire home/apt,30,90,83,2.1,1,0,21,No License,4.87,0.0,1,1.0,1586,1
Rental ,Queens,Entire home/apt,30,63,97,0.99,1,297,2,No License,4.81,1.0,2,1.0,58,1
Rental ,Manhattan,Entire home/apt,30,24,38,0.39,1,330,12,No License,4.67,0.0,1,1.0,1063,1
Rental ,Queens,Private room,30,32,122,1.09,1,292,13,No License,4.88,1.0,1,1.0,324,1
Condo i,Brooklyn,Private room,30,154,31,2.38,1,280,29,No License,4.89,1.0,1,1.0,401,1
Rental ,Manhattan,Entire home/apt,30,49,54,3.49,1,0,38,No License,4.8,1.0,2,1.0,302,1
Rental ,Brooklyn,Entire home/apt,30,25,37,0.42,1,365,4,No License,4.8,2.0,4,1.5,74,1
Home in,Queens,Private room,30,28,545,0.86,1,150,0,No License,4.57,1.0,1,1.0,70,1
Home in,Queens,Private room,30,138,122,3.27,2,156,36,No License,4.68,1.0,1,2.0,184,2
Rental ,Manhattan,Private room,30,1,1488,0.02,1,0,0,No License,4.39,2.0,1,1.0,629,1
Rental ,Queens,Private room,3,27,12,2.07,1,243,25,OSE,4.89,1.0,2,1.0,163,1
Townhou,Brooklyn,Entire home/apt,30,8,553,0.19,1,173,0,No License,4.5,4.0,4,3.5,178,1
Rental ,Brooklyn,Entire home/apt,30,6,1465,0.11,2,0,0,No License,4.83,2.0,2,1.0,1586,1
Rental ,Manhattan,Private room,30,4,65,0.21,4,365,2,No License,4.5,1.0,1,1.0,375,4
Home in,Bronx,Entire home/apt,30,25,1464,0.36,4,365,0,No License,4.56,3.0,3,2.0,35,3
Rental ,Manhattan,Entire home/apt,30,3,64,0.33,35,362,3,No License,4.33,0.0,1,1.0,629,34
Rental ,Manhattan,Entire home/apt,1,2,19,2.0,3,260,2,Exempt,4.39,2.0,6,1.0,629,3
Loft in,Brooklyn,Entire home/apt,60,27,3022,0.23,1,365,0,No License,4.62,2.0,3,1.0,751,1
Boutiqu,Manhattan,Private room,2,11,35,0.33,84,220,5,Exempt,4.73,1.0,2,1.0,942,75
Rental ,Bronx,Entire home/apt,30,16,222,0.24,2,310,1,No License,4.56,1.0,1,1.0,55,1
Rental ,Manhattan,Shared room,30,4,83,0.27,2,365,3,No License,3.25,1.0,1,1.0,328,1
Rental ,Queens,Entire home/apt,30,6,1888,0.05,2,0,0,No License,3.83,2.0,2,1.0,69,2
Rental ,Brooklyn,Private room,30,8,398,0.31,56,281,0,No License,4.88,1.0,1,1.0,173,37
Home in,Brooklyn,Private room,30,18,41,1.71,2,365,18,No License,4.94,1.0,2,1.0,401,2
Townhou,Manhattan,Private room,1,123,4,7.82,3,0,89,Exempt,4.73,1.0,1,1.5,942,2
Home in,Bronx,Private room,30,43,1465,0.76,2,0,0,No License,4.44,1.0,1,1.0,20,2
Rental ,Manhattan,Private room,30,123,95,1.38,2,88,17,No License,4.63,1.0,2,1.0,375,2
Townhou,Brooklyn,Entire home/apt,30,28,734,0.25,1,38,0,No License,4.93,3.0,4,2.5,178,1
Boutiqu,Manhattan,Private room,1,46,482,1.74,7,0,0,Exempt,4.93,1.0,1,1.0,942,6
Rental ,Manhattan,Entire home/apt,30,1,322,0.09,256,158,1,No License,4.39,3.0,3,1.5,413,146
Rental ,Manhattan,Entire home/apt,30,2,17,0.41,256,364,2,No License,4.39,2.0,2,1.0,413,146
Home in,Brooklyn,Private room,30,7,13,0.45,2,72,5,No License,5.0,1.0,1,1.0,1586,2
Rental ,Staten Island,Private room,30,22,1156,0.43,3,179,0,No License,4.73,1.0,1,1.0,20,3
Condo i,Manhattan,Entire home/apt,60,4,14,0.04,1,79,2,No License,4.75,2.0,2,2.0,413,1
Loft in,Brooklyn,Entire home/apt,30,29,64,1.82,2,179,17,No License,4.62,1.0,1,1.0,969,2
Rental ,Brooklyn,Entire home/apt,30,9,115,1.07,1,363,9,No License,5.0,1.0,1,1.0,76,1
Rental ,Manhattan,Private room,30,8,77,0.81,1,180,8,No License,4.63,1.0,1,1.0,191,1
Boutiqu,Manhattan,Private room,30,7,262,0.13,24,363,1,No License,4.29,1.0,2,4.0,138,24
Rental ,Bronx,Entire home/apt,30,181,54,2.0,1,339,29,No License,4.81,1.0,1,1.0,32,1
Rental ,Manhattan,Private room,30,109,382,1.2,1,365,0,No License,4.92,1.0,1,1.0,629,1
Home in,Brooklyn,Shared room,3,82,47,3.7,1,164,35,OSE,4.76,3.0,3,1.5,664,1
Rental ,Manhattan,Private room,30,149,122,3.18,1,353,45,No License,4.87,1.0,1,1.0,366,1
Home in,Queens,Private room,2,94,19,1.68,3,352,28,OSE,4.76,3.0,5,1.0,111,3
Rental ,Manhattan,Entire home/apt,30,12,142,0.3,2,266,2,No License,4.67,1.0,1,1.0,629,2
Rental ,Queens,Entire home/apt,30,32,124,1.03,2,269,6,No License,4.63,2.0,2,1.5,111,2
Rental ,Queens,Entire home/apt,30,4,139,0.31,3,180,3,No License,5.0,3.0,4,1.0,163,3
Condo i,Queens,Entire home/apt,30,4,1397,0.08,2,0,0,No License,5.0,2.0,3,2.0,145,2
Rental ,Manhattan,Entire home/apt,30,72,151,0.71,1,295,2,No License,4.78,1.0,1,1.0,867,1
Rental ,Manhattan,Entire home/apt,30,2,219,0.15,17,294,1,No License,4.39,3.0,4,2.0,302,9
Rental ,Brooklyn,Entire home/apt,30,14,96,2.03,2,0,14,No License,4.93,1.0,1,1.0,246,2
Rental ,Brooklyn,Private room,30,19,31,1.14,4,90,18,No License,5.0,1.0,1,1.0,160,3
Townhou,Brooklyn,Private room,30,77,194,0.87,3,188,1,No License,4.86,3.0,3,1.0,166,3
Service,Brooklyn,Private room,30,1,577,0.05,4,365,0,No License,4.39,1.0,1,1.0,190,3
Rental ,Manhattan,Entire home/apt,30,7,11,0.25,35,362,2,No License,3.86,0.0,1,1.0,629,34
Rental ,Brooklyn,Entire home/apt,30,11,144,0.1,1,79,1,No License,4.82,1.0,1,1.0,91,1
Home in,Brooklyn,Shared room,30,427,33,4.63,1,365,13,No License,4.78,1.0,2,1.0,190,1
Home in,Manhattan,Entire home/apt,3,5,10,2.38,1,287,5,Exempt,4.8,4.0,5,4.5,786,1
Rental ,Brooklyn,Private room,30,176,41,1.31,3,365,16,No License,4.74,1.0,1,1.0,178,3
Townhou,Brooklyn,Private room,1,27,22,1.73,3,365,19,OSE,4.96,1.0,1,1.5,95,3
Home in,Queens,Private room,1,29,18,5.65,3,361,29,OSE,4.97,1.0,1,1.0,46,3
Home in,Brooklyn,Entire home/apt,30,72,283,1.34,3,365,5,No License,4.56,8.0,10,4.0,664,3
Rental ,Manhattan,Entire home/apt,30,75,43,3.37,1,64,33,No License,4.84,1.0,1,1.0,1063,1
Rental ,Manhattan,Entire home/apt,30,11,152,0.37,1,199,3,No License,4.82,1.0,1,1.0,158,1
Rental ,Brooklyn,Private room,30,112,89,1.58,1,78,17,No License,4.9,1.0,1,1.0,210,1
Condo i,Brooklyn,Entire home/apt,30,61,39,2.88,1,188,14,No License,4.97,1.0,2,1.0,70,1
Castle ,Queens,Private room,30,17,81,1.87,2,364,17,No License,4.71,1.0,1,1.0,85,2
Home in,Brooklyn,Shared room,30,2,412,0.1,8,336,0,No License,4.39,1.0,3,2.0,1586,8
Rental ,Manhattan,Entire home/apt,30,1,38,0.75,2,308,1,No License,4.39,2.0,2,1.0,204,1
Rental ,Queens,Private room,30,273,55,3.93,8,209,41,No License,4.32,1.0,1,2.0,163,8
Loft in,Manhattan,Private room,30,77,39,0.77,2,125,23,No License,4.75,1.0,1,1.0,375,2
Home in,Queens,Private room,30,18,86,1.81,4,338,18,No License,4.39,1.0,1,1.0,66,4
Rental ,Manhattan,Entire home/apt,30,2,347,0.15,3,355,1,No License,4.39,1.0,3,1.0,867,2
Rental ,Manhattan,Entire home/apt,30,29,1418,0.43,1,0,0,No License,4.66,1.0,1,1.0,629,1
Condo i,Brooklyn,Shared room,30,7,104,0.35,1,177,4,No License,4.71,1.0,1,1.0,664,1
Home in,Brooklyn,Private room,30,41,21,0.45,4,155,10,No License,4.9,1.0,1,1.5,1586,3
Townhou,Brooklyn,Private room,3,30,3,1.83,4,333,16,OSE,4.93,1.0,2,1.0,969,4
Townhou,Queens,Private room,30,306,45,3.29,1,218,8,No License,4.91,1.0,2,1.0,324,1
Loft in,Manhattan,Private room,1,5,70,0.38,17,14,4,Exempt,4.8,1.0,1,1.0,136,10
Rental ,Manhattan,Entire home/apt,30,4,157,0.19,35,309,1,No License,4.75,2.0,2,1.0,302,35
Home in,Queens,Entire home/apt,30,25,61,0.22,1,205,3,No License,4.96,1.0,1,1.0,324,1
Rental ,Manhattan,Private room,30,14,116,0.7,9,365,4,No License,4.64,1.0,1,1.0,158,6
Rental ,Manhattan,Private room,30,10,9,1.28,1,176,10,No License,5.0,1.0,1,1.0,204,1
Rental ,Manhattan,Entire home/apt,30,92,33,3.45,2,364,36,No License,4.79,1.0,1,1.0,375,2
Rental ,Manhattan,Entire home/apt,30,4,143,0.3,60,340,3,No License,4.75,3.0,3,1.5,629,52
Rental ,Manhattan,Entire home/apt,31,1,266,0.11,713,365,1,No License,4.39,1.0,1,1.0,191,107
Rental ,Bronx,Entire home/apt,30,69,29,3.23,1,357,30,No License,4.59,1.0,1,1.0,36,1
Condo i,Bronx,Entire home/apt,30,48,88,4.29,1,215,48,No License,4.58,3.0,5,2.0,56,1
Rental ,Manhattan,Entire home/apt,2,200,117,3.93,84,95,11,Exempt,4.35,2.0,3,3.0,204,75
Rental ,Brooklyn,Private room,30,117,111,1.24,3,364,11,No License,4.72,1.0,1,1.0,173,2
Rental ,Manhattan,Private room,1,28,47,1.91,55,147,21,Exempt,4.46,1.0,1,1.0,942,52
Rental ,Manhattan,Entire home/apt,30,165,28,2.04,1,0,28,No License,4.73,1.0,2,1.0,1063,1
Rental ,Queens,Private room,30,13,72,1.42,1,179,13,No License,5.0,1.0,1,1.5,138,1
Rental ,Manhattan,Entire home/apt,30,1,1703,0.02,1,0,0,No License,4.39,2.0,2,1.0,1063,1
Home in,Queens,Private room,30,11,204,0.12,1,175,3,No License,4.91,1.0,1,1.0,163,1
Boutiqu,Manhattan,Private room,1,15,43,0.86,4,318,7,Exempt,4.67,1.0,2,1.0,1063,4
Home in,Bronx,Entire home/apt,30,68,65,7.36,1,364,68,No License,4.74,1.0,1,1.0,15,1
Guest s,Manhattan,Entire home/apt,30,2,122,0.08,2,165,1,No License,4.39,2.0,3,1.0,1063,2
Rental ,Queens,Entire home/apt,30,11,182,0.78,12,4,8,No License,4.91,1.0,2,1.0,26,12
Rental ,Brooklyn,Private room,30,3,1585,0.05,1,0,0,No License,4.67,1.0,1,1.0,751,1
Rental ,Brooklyn,Entire home/apt,30,150,1146,1.16,2,365,0,No License,4.66,1.0,1,1.0,751,2
Rental ,Brooklyn,Shared room,30,2,204,0.1,9,353,1,No License,4.39,1.0,2,2.0,751,7
Townhou,Brooklyn,Private room,30,96,125,2.82,15,90,13,No License,4.78,1.0,1,2.0,664,15
Rental ,Brooklyn,Entire home/apt,365,17,1828,0.19,1,365,0,No License,4.76,2.0,2,1.5,301,1
Condo i,Brooklyn,Private room,30,109,27,1.0,1,291,20,No License,4.81,1.0,3,1.0,70,1
Rental ,Manhattan,Private room,30,13,34,0.23,1,235,4,No License,4.69,1.0,1,1.0,375,1
Rental ,Brooklyn,Entire home/apt,30,23,122,0.4,2,180,8,No License,4.17,2.0,2,1.0,76,2
Condo i,Brooklyn,Private room,30,94,51,1.43,2,326,29,No License,4.8,1.0,1,1.0,173,2
Home in,Queens,Private room,30,18,27,0.34,4,365,10,No License,4.56,1.0,1,1.0,324,2
Rental ,Queens,Private room,30,15,1731,0.23,1,0,0,No License,4.6,1.0,1,1.0,361,1
Rental ,Brooklyn,Private room,30,395,38,3.04,1,0,22,No License,4.75,1.0,2,1.0,751,1
Rental ,Manhattan,Private room,30,94,50,3.56,2,126,29,No License,4.65,1.0,1,2.0,629,2
Rental ,Queens,Entire home/apt,30,15,138,0.26,2,79,1,No License,4.73,1.0,1,1.0,131,2
Condo i,Manhattan,Entire home/apt,30,52,32,3.18,18,225,37,No License,4.77,3.0,3,1.0,375,18
Rental ,Manhattan,Entire home/apt,30,25,21,0.28,44,365,4,No License,4.76,2.0,4,1.0,375,41
Home in,Brooklyn,Entire home/apt,30,163,89,1.79,1,89,11,No License,4.89,1.0,2,1.0,190,1
Rental ,Manhattan,Entire home/apt,1,53,531,1.23,53,7,0,Exempt,4.57,0.0,2,1.0,942,35
Loft in,Manhattan,Entire home/apt,30,45,1257,0.52,1,363,0,No License,4.69,2.0,2,1.0,328,1
Townhou,Manhattan,Private room,30,37,193,1.26,4,203,2,No License,4.97,1.0,1,1.0,1063,4
Rental ,Manhattan,Private room,1,3,26,0.9,55,148,3,Exempt,3.67,1.0,2,2.0,942,52
Townhou,Bronx,Private room,30,185,60,2.87,4,270,40,No License,4.71,1.0,1,1.0,56,4
Home in,Brooklyn,Entire home/apt,30,103,1405,1.34,1,0,0,No License,4.91,4.0,5,2.0,1586,1
Condo i,Brooklyn,Entire home/apt,30,3,96,0.44,3,264,3,No License,5.0,2.0,2,1.0,969,2
Rental ,Manhattan,Entire home/apt,30,196,85,1.27,4,258,3,No License,4.84,1.0,1,1.0,375,4
Service,Brooklyn,Private room,30,1,428,0.07,589,157,0,No License,4.39,1.0,1,2.0,751,54
Condo i,Queens,Entire home/apt,30,64,106,0.83,7,287,1,No License,4.72,4.0,5,4.0,324,6
Rental ,Manhattan,Entire home/apt,1,31,6,18.98,2,56,31,Exempt,4.52,1.0,2,1.0,140,1
Rental ,Brooklyn,Entire home/apt,30,51,53,4.08,3,303,47,No License,4.94,2.0,2,1.0,270,3
Rental ,Manhattan,Entire home/apt,30,1,753,0.04,1,83,0,No License,4.39,0.0,1,1.0,204,1
Rental ,Manhattan,Shared room,2,87,91,0.93,1,93,10,OSE,5.0,3.0,3,2.0,1063,1
Rental ,Bronx,Entire home/apt,30,12,367,0.89,1,0,0,No License,4.5,1.0,1,1.0,35,1
Rental ,Queens,Entire home/apt,30,84,149,1.44,3,89,9,No License,4.64,2.0,4,1.0,184,3
Rental ,Brooklyn,Entire home/apt,30,38,65,1.99,1,144,23,No License,4.87,1.0,2,1.0,1586,1
Rental ,Queens,Private room,30,13,118,1.15,1,269,13,No License,4.85,1.0,1,1.0,131,1
Condo i,Manhattan,Entire home/apt,30,250,42,2.48,1,365,45,No License,4.78,2.0,2,1.0,73,1
Rental ,Manhattan,Entire home/apt,30,27,54,3.7,1,0,27,No License,4.79,3.0,3,1.5,413,1
Condo i,Brooklyn,Private room,30,8,138,0.49,1,89,3,No License,4.5,3.0,1,1.0,664,1
Rental ,Manhattan,Entire home/apt,30,8,222,0.7,1,157,8,No License,5.0,1.0,1,1.0,413,1
Rental ,Manhattan,Entire home/apt,30,1,16,1.0,2,270,1,No License,4.39,1.0,1,1.0,1063,1
Boutiqu,Manhattan,Private room,1,3,1195,0.07,14,279,0,Exempt,5.0,1.0,3,1.0,67,10
Condo i,Brooklyn,Private room,30,96,73,2.38,1,0,24,No License,4.98,2.0,2,2.0,166,1
Apartho,Manhattan,Entire home/apt,15,46,16,1.04,55,76,12,Exempt,4.87,0.0,1,1.0,67,55
Rental ,Brooklyn,Entire home/apt,30,58,39,0.95,1,180,5,No License,4.72,2.0,2,1.0,664,1
