name,neighbourhood_group,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths,nb_count,host_id_count
Condo i,Brooklyn,Entire home/apt,30,99,159,4.13,10,310,38,No License,4.93,2.0,2,2.0,1586,10
Rental ,Manhattan,Entire home/apt,30,6,134,0.24,44,339,4,No License,5.0,2.0,3,1.0,629,41
Rental ,Manhattan,Entire home/apt,30,3,95,0.18,256,363,2,No License,3.67,1.0,1,1.0,413,146
Hotel i,Manhattan,Hotel room,1,13,26,0.49,7,0,4,Exempt,4.77,1.0,2,1.0,140,7
Home in,Queens,Entire home/apt,30,36,37,0.55,8,149,3,No License,4.75,3.0,7,2.0,241,7
Home in,Brooklyn,Entire home/apt,30,100,166,1.53,1,80,8,No License,4.59,2.0,4,1.0,84,1
Townhou,Brooklyn,Entire home/apt,30,40,123,1.25,4,326,2,No License,4.93,2.0,2,2.5,751,3
Home in,Brooklyn,Private room,30,4,543,0.05,8,364,0,No License,4.5,1.0,1,2.0,969,8
Hotel i,Manhattan,Hotel room,1,4,73,0.08,5,359,1,Exempt,3.5,1.0,1,1.0,629,4
Rental ,Manhattan,Entire home/apt,3,15,4,5.0,1,310,15,Exempt,4.93,2.0,4,1.0,204,1
Rental ,Manhattan,Entire home/apt,30,2,68,0.12,1,83,1,No License,4.39,1.0,2,1.0,366,1
Rental ,Manhattan,Entire home/apt,4,51,2,3.01,1,252,37,Exempt,4.39,2.0,3,1.0,1063,1
Rental ,Manhattan,Entire home/apt,2,125,17,2.06,23,288,23,Exempt,4.3,0.0,3,1.0,942,21
Rental ,Manhattan,Entire home/apt,30,19,144,0.16,54,188,2,No License,4.74,2.0,3,1.0,867,30
Rental ,Manhattan,Entire home/apt,30,15,93,1.09,1,19,12,No License,4.87,2.0,2,1.0,413,1
Hotel i,Manhattan,Private room,1,53,19,2.32,5,0,37,Exempt,4.51,1.0,1,1.0,39,5
Condo i,Queens,Entire home/apt,30,47,33,2.14,1,365,17,No License,4.7,2.0,2,1.0,145,1
Rental ,Brooklyn,Entire home/apt,30,18,130,0.95,2,365,6,No License,4.83,1.0,1,1.0,135,2
Rental ,Brooklyn,Entire home/apt,30,2,198,0.26,1,365,2,No License,4.39,1.0,1,1.0,969,1
Rental ,Manhattan,Entire home/apt,30,15,61,1.17,2,264,13,No License,5.0,1.0,2,1.0,867,1
Rental ,Manhattan,Entire home/apt,1,36,28,1.73,55,0,19,Exempt,4.3,1.0,2,1.0,942,52
Rental ,Manhattan,Private room,1,3,23,0.13,5,171,1,Exempt,5.0,1.0,2,1.0,942,5
Rental ,Manhattan,Entire home/apt,30,4,130,0.05,1,47,2,No License,4.5,2.0,2,2.5,211,1
Rental ,Brooklyn,Entire home/apt,2,5,74,1.26,1,147,5,Exempt,5.0,1.0,1,1.0,969,1
Rental ,Brooklyn,Entire home/apt,30,42,105,0.61,5,364,2,No License,4.81,2.0,3,1.0,246,5
Rental ,Manhattan,Private room,30,15,1827,0.16,1,105,0,No License,4.87,1.0,1,1.0,1063,1
Rental ,Manhattan,Entire home/apt,4,1,30,0.94,1,233,1,Exempt,4.39,3.0,3,1.0,52,1
Rental ,Manhattan,Private room,30,2,1516,0.04,2,0,0,No License,4.39,0.0,1,1.0,89,1
Boutiqu,Manhattan,Private room,30,4,33,0.43,35,0,4,No License,4.75,1.0,2,1.0,942,17
Rental ,Manhattan,Entire home/apt,31,47,49,2.47,2,176,26,No License,4.72,1.0,1,1.0,207,2
Townhou,Brooklyn,Entire home/apt,1,60,25,3.25,2,157,33,Exempt,4.75,3.0,3,2.0,664,2
Rental ,Queens,Entire home/apt,30,10,123,0.8,4,364,8,No License,4.7,3.0,3,2.0,241,4
Rental ,Manhattan,Private room,30,2,372,0.15,2,339,0,No License,4.39,1.0,1,1.0,786,2
Rental ,Manhattan,Private room,30,43,1393,0.46,2,85,0,No License,4.95,1.0,1,1.0,138,2
Home in,Brooklyn,Entire home/apt,30,8,101,1.49,1,154,8,No License,4.75,2.0,2,1.0,401,1
Rental ,Queens,Private room,30,15,51,1.36,12,305,15,No License,4.87,1.0,2,1.0,253,9
Boutiqu,Manhattan,Private room,30,2,748,0.07,19,179,0,No License,4.39,0.0,1,1.0,629,15
Rental ,Queens,Entire home/apt,30,197,74,6.86,5,364,56,No License,4.78,2.0,4,1.0,184,5
Condo i,Manhattan,Entire home/apt,30,5,123,0.47,8,365,5,No License,4.6,4.0,4,1.0,1063,6
Rental ,Queens,Private room,30,102,80,2.52,1,89,19,No License,4.62,1.0,1,1.0,170,1
Rental ,Manhattan,Entire home/apt,30,211,198,1.38,3,365,10,No License,4.86,2.0,3,1.0,73,3
Rental ,Manhattan,Entire home/apt,30,7,20,0.23,37,350,4,No License,4.71,2.0,2,1.0,786,37
Rental ,Bronx,Entire home/apt,30,72,68,1.88,1,177,19,No License,4.88,1.0,2,1.0,24,1
Townhou,Manhattan,Entire home/apt,30,147,364,1.56,6,365,1,No License,4.56,3.0,3,2.0,302,4
Home in,Queens,Entire home/apt,30,32,1459,0.51,1,0,0,No License,4.28,3.0,3,1.0,69,1
Condo i,Brooklyn,Private room,30,35,110,2.13,1,363,23,No License,4.8,1.0,1,1.0,190,1
Rental ,Brooklyn,Entire home/apt,30,49,60,2.0,3,365,23,No License,4.82,2.0,2,1.0,1586,3
Home in,Queens,Entire home/apt,30,48,122,1.57,1,89,3,No License,4.9,0.0,1,1.0,111,1
Rental ,Manhattan,Entire home/apt,30,2,36,0.48,133,327,2,No License,4.39,1.0,1,1.0,786,113
Condo i,Brooklyn,Entire home/apt,30,6,440,0.35,1,358,0,No License,4.67,1.0,2,1.5,301,1
Rental ,Manhattan,Entire home/apt,2,32,145,0.94,84,130,8,Exempt,4.88,0.0,1,1.0,204,75
Townhou,Brooklyn,Entire home/apt,30,97,97,0.97,7,364,2,No License,4.12,2.0,2,1.0,135,7
Rental ,Brooklyn,Entire home/apt,30,38,16,0.36,2,98,5,No License,4.74,2.0,2,1.0,401,2
Rental ,Manhattan,Private room,30,1,56,0.53,348,279,1,No License,4.39,3.0,1,0.0,867,14
Townhou,Manhattan,Entire home/apt,30,142,33,1.49,1,328,28,No License,4.75,4.0,5,2.5,1063,1
Rental ,Manhattan,Private room,1,7,26,0.26,28,180,3,Exempt,3.29,1.0,1,2.0,867,26
Home in,Queens,Private room,30,72,481,0.78,6,179,0,No License,4.6,1.0,2,1.0,27,5
Rental ,Brooklyn,Entire home/apt,30,1,66,0.44,2,270,1,No License,4.39,3.0,4,2.0,54,1
Rental ,Brooklyn,Private room,2,59,19,2.29,1,208,26,OSE,4.93,1.0,2,1.0,664,1
Loft in,Manhattan,Entire home/apt,30,35,439,0.8,2,180,0,No License,4.77,2.0,2,1.0,136,2
Home in,Queens,Entire home/apt,30,4,131,0.74,1,365,4,No License,5.0,1.0,1,1.0,19,1
Rental ,Bronx,Entire home/apt,30,49,87,3.13,1,90,31,No License,4.94,1.0,1,1.0,12,1
Townhou,Queens,Private room,30,1,462,0.06,267,55,0,No License,4.39,1.0,1,1.0,170,87
Home in,Brooklyn,Private room,30,7,74,0.43,9,365,5,No License,5.0,1.0,1,1.0,401,8
Rental ,Queens,Entire home/apt,1,2,21,1.5,9,90,2,Exempt,4.39,2.0,3,1.0,324,7
Rental ,Manhattan,Entire home/apt,30,14,1397,0.27,1,0,0,No License,4.79,1.0,1,1.0,84,1
Rental ,Brooklyn,Private room,365,2,201,0.26,10,365,2,No License,4.39,1.0,2,1.0,1586,8
Rental ,Brooklyn,Private room,30,81,32,3.12,2,365,37,No License,4.98,1.0,1,2.0,969,2
Rental ,Queens,Private room,30,5,1135,0.1,1,364,0,No License,5.0,1.0,1,1.0,45,1
Rental ,Manhattan,Entire home/apt,30,3,571,0.1,44,365,0,No License,5.0,2.0,2,1.0,867,37
Home in,Queens,Private room,30,20,136,0.26,5,364,6,No License,4.9,1.0,1,1.5,72,5
Rental ,Manhattan,Entire home/apt,30,31,15,0.61,4,360,3,No License,4.65,2.0,2,1.0,328,3
Rental ,Manhattan,Private room,1,4,4,3.75,10,270,4,Exempt,4.5,1.0,1,1.5,1063,8
Loft in,Manhattan,Entire home/apt,30,4,25,0.15,3,179,2,No License,4.5,1.0,3,1.0,71,3
Home in,Brooklyn,Entire home/apt,30,43,128,0.31,1,315,3,No License,4.7,5.0,5,2.5,51,1
Hotel i,Brooklyn,Private room,1,19,20,2.64,259,291,19,Exempt,4.26,1.0,1,1.0,95,17
Loft in,Brooklyn,Private room,30,152,507,1.61,1,339,0,No License,4.7,1.0,1,2.0,664,1
Rental ,Bronx,Private room,30,3,187,0.17,2,153,1,No License,3.33,1.0,1,1.0,55,2
Rental ,Manhattan,Entire home/apt,90,2,1069,0.02,1,0,0,No License,4.39,1.0,1,1.0,1063,1
Rental ,Queens,Shared room,30,18,123,2.51,3,365,18,No License,4.44,1.0,1,1.0,170,3
Rental ,Queens,Entire home/apt,30,122,123,1.49,6,363,2,No License,4.95,0.0,1,1.0,324,6
Rental ,Queens,Shared room,30,7,354,0.15,2,87,1,No License,3.86,1.0,1,1.0,138,1
Townhou,Brooklyn,Entire home/apt,30,138,40,1.23,1,328,2,No License,4.77,2.0,2,1.0,1586,1
Rental ,Queens,Entire home/apt,2,189,15,8.34,84,230,83,Exempt,4.62,0.0,1,1.0,253,75
Rental ,Queens,Entire home/apt,30,58,65,1.74,5,180,10,No License,4.31,2.0,3,1.0,253,4
Rental ,Manhattan,Entire home/apt,30,1,146,0.2,2,365,1,No License,4.39,2.0,2,1.0,207,1
Condo i,Brooklyn,Entire home/apt,30,67,96,3.13,1,299,30,No License,4.94,2.0,2,2.0,1586,1
Loft in,Manhattan,Private room,30,41,121,2.53,2,117,22,No License,4.88,1.0,1,1.0,867,1
Rental ,Brooklyn,Private room,30,100,8,3.06,1,83,48,No License,4.83,1.0,1,1.0,1586,1
Guest s,Brooklyn,Entire home/apt,30,83,45,1.68,1,0,33,No License,5.0,1.0,1,1.0,969,1
Condo i,Brooklyn,Private room,1,34,59,4.25,1,88,34,OSE,4.94,1.0,1,1.0,173,1
Home in,Queens,Private room,90,1,34,0.83,17,148,1,No License,4.39,4.0,4,1.0,4,7
Condo i,Manhattan,Entire home/apt,5,148,2,3.16,1,209,35,Exempt,4.98,2.0,4,2.0,867,1
Rental ,Manhattan,Entire home/apt,30,451,31,5.98,1,186,56,No License,4.89,1.0,2,1.0,413,1
Guestho,Brooklyn,Entire home/apt,30,24,96,1.37,1,365,8,No License,4.88,2.0,4,1.0,246,1
Rental ,Manhattan,Entire home/apt,30,13,36,2.95,1,210,13,No License,5.0,1.0,2,1.0,1063,1
Hotel i,Queens,Private room,1,4,4,1.69,8,270,4,Exempt,4.25,1.0,1,1.0,241,8
Loft in,Brooklyn,Entire home/apt,30,13,229,0.52,1,364,3,No License,4.92,2.0,2,1.0,969,1
Rental ,Manhattan,Entire home/apt,30,143,34,0.9,4,365,23,No License,4.65,1.0,4,1.0,1063,4
Home in,Brooklyn,Entire home/apt,30,19,77,1.39,1,64,16,No License,4.79,1.0,2,1.0,173,1
Rental ,Brooklyn,Private room,30,14,105,1.54,2,180,14,No License,5.0,1.0,1,1.0,178,2
Home in,Bronx,Private room,30,3,158,0.31,3,365,3,No License,5.0,1.0,1,1.0,28,3
Rental ,Brooklyn,Entire home/apt,30,3,24,0.8,1,239,3,No License,5.0,1.0,1,1.0,190,1
Home in,Queens,Entire home/apt,30,68,145,2.08,1,180,25,No License,4.71,3.0,8,1.0,111,1
Rental ,Bronx,Private room,30,1,1663,0.02,1,0,0,No License,4.39,1.0,1,1.0,39,1
Rental ,Manhattan,Private room,30,75,65,0.68,1,179,18,No License,4.91,1.0,1,1.0,84,1
Rental ,Staten Island,Entire home/apt,30,6,96,1.46,1,89,6,No License,4.33,2.0,2,1.0,31,1
Home in,Queens,Private room,30,2,1557,0.04,249,30,0,No License,4.39,1.0,1,1.0,170,70
Home in,Queens,Entire home/apt,30,21,122,1.25,2,365,10,No License,4.43,1.0,3,1.0,91,2
Condo i,Brooklyn,Entire home/apt,30,5,261,0.2,1,11,1,No License,5.0,1.0,1,1.0,969,1
Rental ,Queens,Private room,30,56,122,0.82,5,179,4,No License,4.71,1.0,1,1.0,241,5
Townhou,Brooklyn,Private room,30,1,320,0.09,3,200,1,No License,4.39,2.0,2,2.5,664,3
Rental ,Brooklyn,Private room,30,2,1837,0.03,1,0,0,No License,4.39,1.0,1,1.0,664,1
Rental ,Manhattan,Entire home/apt,30,1,117,0.25,22,89,1,No License,4.39,0.0,1,1.0,867,12
Rental ,Brooklyn,Entire home/apt,30,13,138,0.4,3,89,3,No License,4.85,2.0,3,1.0,246,3
Rental ,Manhattan,Entire home/apt,1,257,8,3.81,8,339,32,Exempt,4.88,1.0,1,1.0,204,8
Hotel i,Manhattan,Private room,30,52,1237,0.86,10,365,0,Exempt,4.13,1.0,1,1.0,867,9
Home in,Queens,Private room,30,25,122,0.82,1,310,2,No License,4.64,1.0,2,1.0,58,1
Home in,Brooklyn,Private room,30,22,57,0.89,1,179,13,No License,5.0,2.0,3,1.0,270,1
Rental ,Manhattan,Entire home/apt,60,18,600,0.16,12,278,0,No License,4.44,2.0,2,1.0,942,12
Home in,Queens,Private room,30,4,1587,0.06,3,0,0,No License,4.5,1.0,1,1.0,50,3
Rental ,Brooklyn,Private room,30,22,35,1.29,6,80,17,No License,4.82,1.0,1,2.0,84,6
Rental ,Brooklyn,Private room,30,55,98,0.49,13,293,2,No License,4.76,1.0,1,1.5,1586,13
Townhou,Queens,Private room,30,139,83,1.7,1,179,21,No License,4.9,1.0,1,1.0,163,1
Rental ,Queens,Private room,1,59,14,2.75,1,302,28,OSE,4.86,1.0,1,1.0,131,1
Home in,Bronx,Private room,30,36,117,3.08,4,179,36,No License,4.69,1.0,1,1.0,24,4
Rental ,Manhattan,Entire home/apt,30,7,1343,0.1,2,0,0,No License,4.57,0.0,1,1.0,207,2
Rental ,Manhattan,Private room,30,1,26,1.0,348,219,1,No License,4.39,1.0,1,0.0,1063,14
Rental ,Brooklyn,Entire home/apt,30,70,64,2.07,1,249,32,No License,4.77,1.0,2,1.0,969,1
Condo i,Manhattan,Entire home/apt,30,2,125,0.1,7,116,1,No License,4.39,1.0,2,1.0,942,6
Condo i,Brooklyn,Private room,30,3,18,0.18,31,337,2,No License,5.0,1.0,1,1.0,1586,24
Home in,Manhattan,Private room,5,93,6,5.78,1,11,61,OSE,4.85,1.0,2,1.0,375,1
Rental ,Manhattan,Private room,30,6,1464,0.09,1,0,0,No License,4.17,1.0,1,1.0,1063,1
Rental ,Brooklyn,Entire home/apt,30,18,138,2.2,2,365,18,No License,4.56,1.0,2,1.0,210,2
Condo i,Brooklyn,Entire home/apt,30,3,339,0.22,1,244,1,No License,5.0,2.0,2,2.0,301,1
Rental ,Brooklyn,Private room,30,3,645,0.12,4,364,0,No License,3.67,1.0,1,2.0,1586,4
Rental ,Manhattan,Entire home/apt,30,1,901,0.03,164,358,0,No License,4.39,1.0,1,1.0,786,60
Rental ,Brooklyn,Private room,30,4,283,0.38,1,90,4,No License,5.0,1.0,1,1.0,270,1
Condo i,Brooklyn,Entire home/apt,90,2,454,0.08,1,215,0,No License,4.39,2.0,2,1.0,166,1
Loft in,Brooklyn,Entire home/apt,30,3,1396,0.05,1,0,0,No License,5.0,2.0,2,1.0,969,1
Home in,Brooklyn,Entire home/apt,30,2,768,0.08,1,0,0,No License,4.39,1.0,1,1.0,18,1
Rental ,Manhattan,Private room,30,195,53,2.52,1,179,26,No License,4.76,1.0,1,1.0,786,1
Rental ,Brooklyn,Private room,30,86,186,0.88,1,150,14,No License,4.69,1.0,1,1.0,969,1
Rental ,Brooklyn,Entire home/apt,30,9,65,0.13,19,339,2,No License,4.44,1.0,2,1.0,1586,15
Rental ,Brooklyn,Private room,30,29,545,0.38,3,90,0,No License,4.83,2.0,1,1.0,969,2
Rental ,Manhattan,Private room,30,3,339,0.14,2,125,1,No License,5.0,1.0,1,1.0,1063,2
Home in,Brooklyn,Entire home/apt,30,6,88,0.48,9,180,5,No License,4.17,1.0,3,1.0,664,5
Rental ,Manhattan,Private room,30,68,34,4.76,1,173,48,No License,5.0,1.0,2,1.0,375,1
Home in,Queens,Entire home/apt,30,12,125,1.57,2,90,12,No License,4.83,2.0,2,1.0,324,2
Townhou,Brooklyn,Private room,30,19,219,0.73,6,218,2,No License,4.95,1.0,1,1.0,301,6
Condo i,Queens,Private room,30,64,38,2.52,13,365,33,No License,4.48,1.0,1,1.0,361,13
Rental ,Brooklyn,Entire home/apt,30,12,105,1.76,1,89,12,No License,5.0,1.0,1,1.0,969,1
Rental ,Brooklyn,Private room,30,13,131,0.96,1,269,11,No License,5.0,1.0,1,1.0,1586,1
Rental ,Manhattan,Entire home/apt,30,22,61,3.04,1,328,22,No License,4.95,1.0,2,1.0,302,1
Townhou,Queens,Entire home/apt,3,25,18,3.35,1,319,25,OSE,4.84,2.0,1,1.0,136,1
Rental ,Manhattan,Private room,30,11,9,0.17,1,90,7,No License,5.0,1.0,1,1.0,366,1
Rental ,Bronx,Private room,30,5,182,0.65,3,269,5,No License,4.8,1.0,1,1.0,27,3
Townhou,Brooklyn,Entire home/apt,2,353,6,3.01,1,83,59,OSE,4.69,2.0,2,1.0,1586,1
Condo i,Queens,Private room,30,93,54,3.6,13,0,43,No License,4.35,1.0,1,1.0,361,13
Rental ,Brooklyn,Entire home/apt,30,1,105,0.28,1,281,1,No License,4.39,1.0,1,1.0,969,1
Rental ,Manhattan,Entire home/apt,4,13,6,4.81,1,92,13,Exempt,4.85,1.0,2,1.0,786,1
Rental ,Bronx,Private room,30,14,251,0.31,1,0,2,No License,4.93,1.0,1,1.0,55,1
Rental ,Brooklyn,Entire home/apt,30,52,114,0.49,5,90,7,No License,4.6,2.0,2,1.0,969,2
Rental ,Manhattan,Entire home/apt,3,4,90,1.04,1,334,4,Exempt,4.5,3.0,3,1.0,942,1
Rental ,Queens,Private room,4,138,18,2.15,1,0,40,OSE,4.85,1.0,1,1.5,253,1
Rental ,Manhattan,Private room,5,115,0,4.49,21,32,55,Exempt,4.39,1.0,2,1.0,138,16
Home in,Bronx,Private room,30,5,91,1.07,7,268,5,No License,4.6,1.0,1,1.0,55,7
Rental ,Brooklyn,Entire home/apt,30,50,70,2.28,2,180,19,No License,4.9,3.0,5,1.0,751,2
Rental ,Brooklyn,Entire home/apt,30,38,145,1.45,1,316,3,No License,4.76,2.0,2,1.0,969,1
Rental ,Brooklyn,Entire home/apt,30,14,46,0.75,2,274,5,No License,5.0,0.0,1,1.0,664,2
Rental ,Brooklyn,Entire home/apt,30,59,1986,0.35,1,344,0,No License,4.49,1.0,1,1.0,969,1
Condo i,Manhattan,Entire home/apt,30,3,81,0.08,4,363,1,No License,4.0,1.0,2,1.0,413,3
Condo i,Manhattan,Entire home/apt,30,37,97,0.3,1,179,4,No License,4.56,1.0,2,1.0,328,1
Rental ,Manhattan,Entire home/apt,30,6,60,0.32,1,332,3,No License,5.0,2.0,3,1.0,1063,1
Rental ,Brooklyn,Private room,30,18,89,2.01,1,210,18,No License,4.72,1.0,1,1.0,969,1
Rental ,Queens,Entire home/apt,30,20,181,1.63,10,365,19,No License,4.95,0.0,2,1.0,163,10
Rental ,Manhattan,Entire home/apt,1,6,627,0.22,17,245,0,Exempt,4.83,1.0,1,1.0,328,17
Rental ,Manhattan,Entire home/apt,30,13,156,0.19,1,271,2,No License,4.92,2.0,3,1.0,413,1
Rental ,Brooklyn,Entire home/apt,30,9,105,1.08,1,64,9,No License,5.0,1.0,1,1.0,969,1
Townhou,Manhattan,Private room,30,49,68,2.33,1,365,21,No License,4.98,1.0,2,1.0,302,1
Rental ,Manhattan,Entire home/apt,30,4,731,0.1,1,0,0,No License,4.75,1.0,1,1.0,629,1
Rental ,Manhattan,Private room,30,13,60,0.48,1,277,7,No License,4.92,1.0,1,1.0,413,1
Home in,Queens,Entire home/apt,30,13,173,0.48,1,362,3,No License,3.92,3.0,4,2.0,110,1
Rental ,Manhattan,Private room,30,37,36,2.82,2,39,34,No License,4.92,1.0,1,1.0,23,2
Rental ,Manhattan,Entire home/apt,30,4,368,0.22,1,88,0,No License,5.0,3.0,3,3.0,942,1
Rental ,Brooklyn,Entire home/apt,30,48,509,0.67,5,250,0,No License,4.81,2.0,3,1.5,1586,5
Rental ,Manhattan,Private room,30,61,103,0.89,2,179,4,No License,4.84,5.0,1,1.0,302,2
Rental ,Manhattan,Entire home/apt,30,198,60,3.42,1,0,36,No License,4.94,2.0,3,1.0,375,1
Rental ,Queens,Private room,30,17,100,1.12,5,338,12,No License,4.88,2.0,2,1.0,184,5
Boutiqu,Manhattan,Hotel room,1,73,30,1.27,2,350,6,Exempt,4.71,1.0,1,1.0,84,2
Rental ,Manhattan,Private room,30,1,97,0.3,17,358,1,No License,4.39,1.0,1,2.0,629,11
Rental ,Queens,Private room,30,11,73,1.49,2,339,11,No License,5.0,1.0,1,1.0,253,2
Home in,Staten Island,Private room,30,10,181,0.25,8,179,1,No License,4.6,1.0,1,1.0,12,8
Condo i,Manhattan,Entire home/apt,2,1,19,1.0,2,64,1,Exempt,4.39,1.0,2,1.0,942,2
Rental ,Brooklyn,Entire home/apt,30,102,85,3.64,1,125,39,No License,4.68,2.0,3,1.0,301,1
Rental ,Brooklyn,Private room,30,40,51,1.83,3,176,22,No License,4.95,1.0,1,1.0,664,3
Rental ,Queens,Shared room,30,103,39,1.53,1,365,25,No License,4.9,1.0,1,1.0,361,1
Rental ,Bronx,Entire home/apt,30,39,126,3.32,2,268,39,No License,4.87,2.0,3,1.0,27,2
Rental ,Manhattan,Private room,30,177,48,1.64,1,71,3,No License,4.84,1.0,1,1.0,629,1
Condo i,Manhattan,Private room,30,20,29,2.73,2,363,20,No License,4.8,1.0,1,1.0,375,2
Home in,Queens,Private room,30,12,1634,0.2,2,0,0,No License,4.92,1.0,1,1.0,58,2
Rental ,Queens,Entire home/apt,1,3,14,3.0,1,201,3,Exempt,3.67,2.0,3,1.0,324,1
Rental ,Brooklyn,Entire home/apt,30,17,159,1.66,1,89,17,No License,5.0,1.0,1,1.0,969,1
Condo i,Queens,Entire home/apt,30,60,73,3.53,2,365,40,No License,4.87,2.0,3,1.0,324,2
Townhou,Brooklyn,Private room,30,72,61,3.55,6,0,34,No License,4.85,1.0,1,1.0,37,6
Rental ,Brooklyn,Entire home/apt,30,61,136,0.45,1,0,10,No License,4.79,2.0,6,1.0,178,1
Rental ,Manhattan,Private room,30,1,1832,0.02,1,0,0,No License,4.39,1.0,1,1.0,867,1
Rental ,Brooklyn,Entire home/apt,30,257,96,1.97,1,57,6,No License,4.91,1.0,1,1.0,51,1
Rental ,Queens,Entire home/apt,30,94,41,4.12,1,0,45,No License,4.96,2.0,3,1.0,253,1
Hotel i,Manhattan,Private room,1,35,6,2.84,18,30,34,Exempt,4.63,0.0,2,1.0,867,18
Loft in,Brooklyn,Private room,30,38,802,0.32,2,0,0,No License,4.82,1.0,1,1.0,969,2
Rental ,Queens,Entire home/apt,30,2,2287,0.01,2,0,0,No License,4.39,2.0,3,1.0,69,2
Home in,Queens,Private room,30,74,116,2.62,1,177,23,No License,4.92,1.0,1,1.0,50,1
Rental ,Brooklyn,Entire home/apt,30,15,157,0.34,1,159,3,No License,4.87,2.0,2,1.0,969,1
Rental ,Manhattan,Private room,30,517,12,6.16,2,90,76,No License,4.79,1.0,1,1.0,1063,2
Rental ,Brooklyn,Entire home/apt,30,9,105,1.23,2,90,9,No License,4.89,2.0,2,1.0,751,2
Condo i,Brooklyn,Entire home/apt,30,103,104,1.41,2,85,32,No License,4.95,1.0,2,1.0,35,2
Home in,Brooklyn,Private room,2,294,15,3.07,2,57,58,OSE,4.93,1.0,1,1.0,270,2
Cottage,Brooklyn,Entire home/apt,30,19,2000,0.27,2,179,0,No License,4.21,3.0,3,1.0,35,2
Rental ,Brooklyn,Private room,30,176,1417,1.89,1,0,0,No License,4.86,1.0,1,1.0,401,1
Home in,Brooklyn,Entire home/apt,30,37,400,0.62,1,180,0,No License,4.7,1.0,2,1.5,751,1
Home in,Queens,Shared room,30,61,1489,0.87,1,0,0,No License,4.43,1.0,1,1.5,70,1
Home in,Queens,Private room,30,1,16,1.0,249,30,1,No License,4.39,1.0,1,1.0,170,70
Townhou,Brooklyn,Private room,3,153,146,1.12,1,0,12,OSE,4.93,1.0,1,1.5,1586,1
Rental ,Brooklyn,Entire home/apt,30,17,29,2.22,1,337,17,No License,4.76,3.0,3,1.0,301,1
Rental ,Brooklyn,Entire home/apt,30,101,33,4.12,1,22,48,No License,4.83,1.0,1,1.0,10,1
Rental ,Manhattan,Private room,30,75,152,0.82,1,263,7,No License,4.95,1.0,1,1.0,89,1
Rental ,Manhattan,Private room,30,11,1391,0.22,1,0,0,No License,4.82,1.0,1,1.0,1063,1
Rental ,Manhattan,Entire home/apt,90,2,29,0.46,27,365,2,No License,4.39,2.0,2,2.0,629,27
Rental ,Manhattan,Entire home/apt,1,2,13,2.0,4,228,2,Exempt,4.39,0.0,2,1.0,942,4
Rental ,Brooklyn,Entire home/apt,30,124,188,0.77,1,30,2,No License,4.64,0.0,1,1.0,969,1
Rental ,Queens,Private room,365,28,1010,0.32,2,269,0,No License,4.79,2.0,1,1.0,163,1
Rental ,Manhattan,Entire home/apt,30,10,102,0.78,2,364,7,No License,4.5,1.0,1,1.0,136,2
Rental ,Manhattan,Entire home/apt,30,6,123,0.49,1,70,5,No License,4.83,3.0,7,2.0,629,1
Home in,Brooklyn,Entire home/apt,30,57,136,0.51,1,151,7,No License,4.81,1.0,1,2.0,178,1
Rental ,Manhattan,Private room,30,122,33,6.55,8,87,74,No License,4.88,1.0,1,1.0,867,8
Rental ,Manhattan,Private room,31,54,29,2.69,1,147,32,No License,4.87,1.0,1,1.0,89,1
Rental ,Queens,Entire home/apt,30,62,50,0.51,1,316,27,No License,4.9,1.0,2,1.0,361,1
Home in,Queens,Private room,30,123,106,4.81,3,267,30,No License,4.86,1.0,1,1.0,111,3
Rental ,Manhattan,Entire home/apt,30,10,65,0.31,35,267,3,No License,4.8,0.0,1,1.0,629,34
Rental ,Bronx,Private room,30,8,271,0.52,3,365,2,No License,4.38,1.0,1,1.0,55,3
Rental ,Brooklyn,Private room,30,46,29,4.27,8,117,46,No License,4.83,1.0,1,1.5,1586,8
Home in,Manhattan,Entire home/apt,6,32,35,1.81,1,138,21,Exempt,4.56,1.0,1,1.0,867,1
Rental ,Queens,Private room,30,2,79,0.47,1,364,2,No License,4.39,1.0,2,1.0,361,1
Rental ,Brooklyn,Entire home/apt,30,9,1139,0.19,4,191,0,No License,4.67,2.0,3,2.0,1586,3
Townhou,Queens,Shared room,45,51,64,3.22,1,0,38,No License,4.94,1.0,1,1.0,170,1
Rental ,Queens,Entire home/apt,30,88,59,1.77,1,360,34,No License,4.86,2.0,2,1.0,69,1
Home in,Queens,Entire home/apt,30,107,96,2.8,1,180,33,No License,4.83,3.0,4,1.0,15,1
Guest s,Bronx,Entire home/apt,30,61,124,1.25,1,88,15,No License,4.9,0.0,1,1.0,7,1
Townhou,Brooklyn,Private room,30,99,43,2.89,1,180,36,No License,4.89,1.0,2,1.0,751,1
Rental ,Brooklyn,Entire home/apt,30,7,76,0.26,1,97,2,No License,4.71,2.0,2,1.0,664,1
Condo i,Manhattan,Entire home/apt,30,1,3112,0.01,1,153,0,No License,4.39,2.0,1,2.0,211,1
Rental ,Brooklyn,Entire home/apt,30,103,147,1.33,5,253,1,No License,4.85,3.0,3,2.0,1586,5
Home in,Staten Island,Private room,30,40,419,0.61,1,177,0,No License,4.7,1.0,2,1.0,6,1
